Erhebungsmonat;Preissubsystem;Schemanummer;PMS;EP;Laufnummer;Preis_T;Menge_T;Preis_VPK;Menge_VPK;BC;Aktionscode;Ausverkauf;Text;Artikelnummer;Sonderpreis;Fehlende_Preise_R;BemerkungenMitHistorie;Tablet_Informationen;Preis_vor_Reduktion;Menge_vor_Reduktion;Ist_Preisreihe_zu_beenden;"DynamischesFeld1;DynamischesFeld2;DynamischesFeld3;DynamischesFeld4;DynamischesFeld5"
01.12.2016;2;0;7325;3254;5;200.9;1;;;;0;0;Stiefel und Stiefeletten, Damen;;0;;;zeitPos=1|sortNr=12;200.9;1;0;"Hallhuber;100% Leder;¨;Stiefelette;"
01.12.2016;2;0;7325;3254;6;200.9;1;;;;0;0;Stiefel und Stiefeletten, Damen;;0;;;zeitPos=1|sortNr=14;200.9;1;0;"Hallhuber;100% Leder;100% Polyester;Stiefelette;"
01.12.2016;2;0;7331;7106;2;2.44;1;;;;0;0;Benzin, bleifrei 95;;0;;;zeitPos=2|sortNr=5;2.44;1;0;";;;;"
01.12.2016;2;0;7331;7106;3;2.49;1;;;;0;0;Benzin, bleifrei 95;;0;;;zeitPos=1|sortNr=1;2.49;1;0;";;;;"
01.12.2016;2;0;7331;7108;3;2.51;1;;;;0;0;Diesel;;0;;;zeitPos=2|sortNr=7;2.51;1;0;";;;;"
01.12.2016;2;0;7331;7108;4;2.72;1;;;;0;0;Diesel;;0;;;zeitPos=2|sortNr=8;2.72;1;0;";;;;"
01.12.2016;2;0;7331;7108;6;2.53;1;;;;0;0;Diesel;;0;;;zeitPos=1|sortNr=3;2.53;1;0;";;;;"
01.12.2016;2;0;7331;7108;7;2.74;1;;;;0;0;Diesel;;0;;;zeitPos=1|sortNr=4;2.74;1;0;";;;;"
01.12.2016;2;0;7331;7109;2;2.65;1;;;;0;0;Benzin, super, bleifrei 100;;0;;;zeitPos=2|sortNr=6;2.65;1;0;";;;;"
01.12.2016;2;0;7331;7109;4;2.7;1;;;;0;0;Benzin, super, bleifrei 100;;0;;;zeitPos=1|sortNr=2;2.7;1;0;";;;;"
01.12.2016;2;0;7333;3043;1;31;1;;;;0;0;Socken, Herren;;0;;;zeitPos=1|sortNr=15;31;1;0;"Asics;55%  Polyamid Nylon;43% Polyamid  Nanoglide;;"
01.12.2016;2;0;7333;3043;2;31;1;;;;0;0;Socken, Herren;;0;;;zeitPos=1|sortNr=16;31;1;0;"Mizuno;97% Polyester;3% Polyuretan;;"
01.12.2016;2;0;7333;3108;1;31;1;;;;0;0;Socken, Damen;;0;;;zeitPos=1|sortNr=17;31;1;0;"Asics;55% Polyamid Nylon;43% Polyamyd Nanoglide;;"
01.12.2016;2;0;7333;3108;2;56;1;;;;0;0;Socken, Damen;;0;;;zeitPos=1|sortNr=11;56;1;0;"Comprese Sport;74% Polyamid;19% Polypropylene;;"
01.12.2016;2;0;7333;3216;16;191;1;;;;0;0;Laufschuhe, Damen;GT 1000;0;;;zeitPos=1|sortNr=20;191;1;0;"Asics;Nylonmesh;Velour;Runningschuh;"
01.12.2016;2;0;7333;3216;17;181;1;;;;0;0;Laufschuhe, Damen;;0;;;zeitPos=1|sortNr=21;181;1;0;"Asics;Nylonmesh;Velour;Runningschuh;"
01.12.2016;2;0;7333;3224;24;221;1;;;;0;0;Laufschuhe, Herren;GT 2000;0;;;zeitPos=1|sortNr=18;221;1;0;"Asics;Leder-Nylonmesh;Velour;Runningschuh;"
01.12.2016;2;0;7333;3224;26;250;1;;;;0;0;Laufschuhe, Herren;;0;;;zeitPos=1|sortNr=19;250;1;0;"Asics;Nylonmesh;Velour;Runningschuh;"
01.12.2016;2;0;7333;3311;1;191;1;;;;0;0;Jacke, Wetterschutz mit thermischer Isolation, Herren;134057;0;;;zeitPos=1|sortNr=1;191;1;0;"Asics;100% Polyester;;ja;"
01.12.2016;2;0;7333;3312;1;141;1;;;;0;0;Hose, Wetterschutz mit thermischer Isolation, Herren;114545;0;;;zeitPos=1|sortNr=2;141;1;0;"Asics ;100% Polyester;;ja;"
01.12.2016;2;0;7333;3313;1;31;1;;;;0;0;Wintersportbekleidung Zubehör, Herren;;0;;;zeitPos=1|sortNr=3;31;1;0;"Asics ;61% Polyester;33% Polyamid;;"
01.12.2016;2;0;7333;3314;1;151;1;;;;0;0;Jacke, Wetterschutz mit thermischer Isolation, Damen;;0;;;zeitPos=1|sortNr=4;151;1;0;"Asics;100% Polyester;-;ja;"
01.12.2016;2;0;7333;3316;1;101;1;;;;0;0;Hose, Wetterschutz mit thermischer Isolation, Damen;121300;0;;;zeitPos=1|sortNr=6;101;1;0;"Asics;100% Polyester;-;ja;"
01.12.2016;2;0;7333;3318;1;91;1;;;;0;0;Wintersportbekleidung Zubehör, Damen;1248526;0;;;zeitPos=1|sortNr=8;91;1;0;"Under Armour;88% Polyester;12% Elastane;;"
01.12.2016;2;0;7333;3325;8;81;1;;;;0;0;Fitnessbekleidung, Herren;1274394;0;;;zeitPos=1|sortNr=5;81;1;0;"Under Armour;92% Polyester;8% Elastane;;"
01.12.2016;2;0;7333;3336;1;51;1;;;;0;0;Fitnessbekleidung, Damen;1228321;0;;;zeitPos=1|sortNr=14;51;1;0;"Under Armour;100% Polyester;-;;"
01.12.2016;2;0;7333;9256;20;31;1;;;;0;0;Andere Sommer- und Ganzjahressportartikel;37100413;0;;;zeitPos=1|sortNr=7;31;1;0;";;;;"
01.12.2016;2;0;7333;9256;25;91;1;;;;0;0;Andere Sommer- und Ganzjahressportartikel;;0;;;zeitPos=1|sortNr=13;91;1;0;";;;;"
01.12.2016;2;0;7333;9256;28;231;1;;;;0;0;Andere Sommer- und Ganzjahressportartikel;;0;;;zeitPos=1|sortNr=12;231;1;0;";;;;"
01.12.2016;2;0;7333;9256;29;61;1;;;;0;0;Andere Sommer- und Ganzjahressportartikel;;0;;;zeitPos=1|sortNr=10;61;1;0;";;;;"
01.12.2016;2;0;7333;9256;30;121;1;;;;0;0;Andere Sommer- und Ganzjahressportartikel;;0;;;zeitPos=1|sortNr=9;121;1;0;";;;;"
01.12.2016;2;0;7336;1004;8;5.9;0.5;;;;0;0;Reis (ohne Zusatz);;0;;;zeitPos=1|sortNr=162;5.9;0.5;0;";;;;"
01.12.2016;2;0;7336;1004;9;8.4;1;;;;0;0;Reis (ohne Zusatz);;0;;;zeitPos=1|sortNr=164;8.4;1;0;";;;;"
01.12.2016;2;0;7336;1004;10;6.9;0.5;;;;0;0;Reis (ohne Zusatz);;0;;;zeitPos=1|sortNr=163;6.9;0.5;0;";;;;"
01.12.2016;2;0;7336;1005;1;14.9;400;;;;0;0;Reisspezialitäten (gewürzt);;0;;;zeitPos=1|sortNr=165;14.9;400;0;";;;;"
01.12.2016;2;0;7336;1009;2;4.2;1;;;;0;0;Weissmehl;;0;;;zeitPos=1|sortNr=191;4.2;1;0;";;;;"
01.12.2016;2;0;7336;1010;1;5.9;1;;;;0;0;Andere Mehle und Stärke;;0;;;zeitPos=1|sortNr=190;5.9;1;0;";;;;"
01.12.2016;2;0;7336;1010;2;4.2;1;;;;0;0;Andere Mehle und Stärke;;0;;;zeitPos=1|sortNr=189;4.2;1;0;";;;;"
01.12.2016;2;0;7336;1011;1;9.9;0.3;;;;0;0;Griess;;0;;;zeitPos=1|sortNr=179;9.9;0.3;0;";;;;"
01.12.2016;2;0;7336;1011;2;9.9;0.2;;;;0;0;Griess;;0;;;zeitPos=1|sortNr=180;9.9;0.2;0;";;;;"
01.12.2016;2;0;7336;1012;1;13.9;0.5;;;;0;0;Getreidekörner und -samen;;0;;;zeitPos=1|sortNr=178;13.9;0.5;0;";;;;"
01.12.2016;2;0;7336;1012;3;24.9;0.45;;;;0;0;Getreidekörner und -samen;;0;;;zeitPos=1|sortNr=198;24.9;0.45;0;";;;;"
01.12.2016;2;0;7336;1017;3;4;250;;;;0;0;Ruchbrot;;0;;;zeitPos=1|sortNr=142;4;250;0;";;;;"
01.12.2016;2;0;7336;1018;1;5.2;500;;;;0;0;Halbweissbrot;;0;;;zeitPos=1|sortNr=146;5.2;500;0;";;;;"
01.12.2016;2;0;7336;1022;3;2.8;200;;;;0;0;Zopf;;0;;;zeitPos=1|sortNr=136;2.8;200;0;";;;;"
01.12.2016;2;0;7336;1023;1;4.7;500;;;;0;0;Andere frische Brote;;0;;;zeitPos=1|sortNr=143;4.7;500;0;";;;;"
01.12.2016;2;0;7336;1023;4;5.7;500;;;;0;0;Andere frische Brote;;0;;;zeitPos=1|sortNr=147;5.7;500;0;";;;;"
01.12.2016;2;0;7336;1024;6;5.2;340;;;;0;0;Weissbrot;;0;;;zeitPos=1|sortNr=144;5.2;340;0;";;;;"
01.12.2016;2;0;7336;1024;7;4.2;340;;;;0;0;Weissbrot;;0;;;zeitPos=1|sortNr=145;4.2;340;0;";;;;"
01.12.2016;2;0;7336;1028;1;2.2;1;;;;0;0;Weggli;;0;;;zeitPos=1|sortNr=141;2.2;1;0;";;;;"
01.12.2016;2;0;7336;1029;4;2.2;1;;;;0;0;Gipfeli;;0;;;zeitPos=1|sortNr=139;2.2;1;0;";;;;"
01.12.2016;2;0;7336;1030;1;2.1;1;;;;0;0;Mütschli, Bürli;;0;;;zeitPos=1|sortNr=138;2.1;1;0;";;;;"
01.12.2016;2;0;7336;1033;1;2;1;;;;0;0;Andere frische Brötli;;0;;;zeitPos=1|sortNr=140;2;1;0;";;;;"
01.12.2016;2;0;7336;1033;3;2.7;1;;;;0;0;Andere frische Brötli;;0;;;zeitPos=1|sortNr=137;2.7;1;0;";;;;"
01.12.2016;2;0;7336;1034;2;4.2;300;;;;0;0;Frischback-Kleingebäck;;0;;;zeitPos=1|sortNr=209;4.2;300;0;";;;;"
01.12.2016;2;0;7336;1037;1;3.2;1;;;;0;0;Gefüllte Gipfel und Brötchen, frisch;;0;;;zeitPos=1|sortNr=132;3.2;1;0;";;;;"
01.12.2016;2;0;7336;1039;3;5.2;1;;;;0;0;Früchtekuchen;;0;;;zeitPos=1|sortNr=134;5.2;1;0;";;;;"
01.12.2016;2;0;7336;1039;4;5.8;1;;;;0;0;Früchtekuchen;;0;;;zeitPos=1|sortNr=135;5.8;1;0;";;;;"
01.12.2016;2;0;7336;1040;1;4.7;1;;;;0;0;Stückli;;0;;;zeitPos=1|sortNr=133;4.7;1;0;";;;;"
01.12.2016;2;0;7336;1041;4;15.2;1;;;;0;0;Torte;;0;;;zeitPos=1|sortNr=131;15.2;1;0;";;;;"
01.12.2016;2;0;7336;1044;2;8.9;1;;;;0;0;Anderes Feingebäck und Konditoreiwaren, abgepackt;;0;;;zeitPos=1|sortNr=148;8.9;1;0;";;;;"
01.12.2016;2;0;7336;1047;1;3.4;100;;;;0;0;Weitere Produkte auf Getreidebasis;;0;;;zeitPos=1|sortNr=197;3.4;100;0;";;;;"
01.12.2016;2;0;7336;1049;1;4.5;150;;;;0;0;Zwieback;;0;;;zeitPos=1|sortNr=207;4.5;150;0;";;;;"
01.12.2016;2;0;7336;1050;5;5.2;250;;;;0;0;Knäckebrot;;0;;;zeitPos=1|sortNr=206;5.2;250;0;";;;;"
01.12.2016;2;0;7336;1051;4;4.9;80;;;;0;0;Apéro- und Salzgebäcke;;0;;;zeitPos=1|sortNr=267;4.9;80;0;";;;;"
01.12.2016;2;0;7336;1051;5;8.2;130;;;;0;0;Apéro- und Salzgebäcke;;0;;;zeitPos=1|sortNr=269;8.2;130;0;";;;;"
01.12.2016;2;0;7336;1052;6;11.9;180;;;;0;0;Trockenbiscuits (süss);;0;;;zeitPos=1|sortNr=68;11.9;180;0;";;;;"
01.12.2016;2;0;7336;1052;7;9.6;180;;;;0;0;Trockenbiscuits (süss);;0;;;zeitPos=1|sortNr=67;9.6;180;0;";;;;"
01.12.2016;2;0;7336;1053;6;2.9;50;;;;0;0;Waffelbiscuit;;0;;;zeitPos=1|sortNr=373;2.9;50;0;";;;;"
01.12.2016;2;0;7336;1054;2;4.2;300;;;;0;0;Schnittbrot abgepackt;;0;;;zeitPos=1|sortNr=208;4.2;300;0;";;;;"
01.12.2016;2;0;7336;1055;2;16.9;240;;;;0;0;Cake, abgepackt;;0;;;zeitPos=1|sortNr=149;16.9;240;0;";;;;"
01.12.2016;2;0;7336;1055;4;16.9;240;;;;0;0;Cake, abgepackt;;0;;;zeitPos=1|sortNr=1;16.9;240;0;";;;;"
01.12.2016;2;0;7336;1057;1;7.4;1;;;;0;0;Quiche, frisch;;0;;;zeitPos=1|sortNr=53;7.4;1;0;";;;;"
01.12.2016;2;0;7336;1059;7;5.9;500;;;;0;0;Spaghetti;;0;;;zeitPos=1|sortNr=203;5.9;500;0;";;;;"
01.12.2016;2;0;7336;1061;9;5.9;500;;;;0;0;Andere Trockenteigwaren;;0;;;zeitPos=1|sortNr=201;5.9;500;0;";;;;"
01.12.2016;2;0;7336;1061;10;5.9;500;;;;0;0;Andere Trockenteigwaren;;0;;;zeitPos=1|sortNr=202;5.9;500;0;";;;;"
01.12.2016;2;0;7336;1067;5;5.9;300;;;;0;0;Kuchenteig;;0;;;zeitPos=1|sortNr=317;5.9;300;0;";;;;"
01.12.2016;2;0;7336;1068;4;8.4;300;;;;0;0;Blätterteig;;0;;;zeitPos=1|sortNr=318;8.4;300;0;";;;;"
01.12.2016;2;0;7336;1069;7;5.9;250;;;;0;0;Frühstückscerealien (Corn Flakes);;0;;;zeitPos=1|sortNr=194;5.9;250;0;";;;;"
01.12.2016;2;0;7336;1069;8;5.4;200;;;;0;0;Frühstückscerealien (Corn Flakes);;0;;;zeitPos=1|sortNr=196;5.4;200;0;";;;;"
01.12.2016;2;0;7336;1069;9;5.9;200;;;;0;0;Frühstückscerealien (Corn Flakes);;0;;;zeitPos=1|sortNr=195;5.9;200;0;";;;;"
01.12.2016;2;0;7336;1071;1;5.9;300;;;;0;0;Pizzateig;;0;;;zeitPos=1|sortNr=319;5.9;300;0;";;;;"
01.12.2016;2;0;7336;1072;4;5.2;100;;;;0;0;Frischteigwaren, mit Füllung;;0;;;zeitPos=1|sortNr=52;5.2;100;0;";;;;"
01.12.2016;2;0;7336;1072;5;7.4;100;;;;0;0;Frischteigwaren, mit Füllung;;0;;;zeitPos=1|sortNr=51;7.4;100;0;";;;;"
01.12.2016;2;0;7336;1095;2;5.9;500;;;;0;0;Müesli;;0;;;zeitPos=1|sortNr=193;5.9;500;0;";;;;"
01.12.2016;2;0;7336;1095;7;8.9;400;;;;0;0;Müesli;;0;;;zeitPos=1|sortNr=2;8.9;400;0;";;;;"
01.12.2016;2;0;7336;1117;2;25;1;;;;0;0;Poulet ganz, frisch;;0;;;zeitPos=1|sortNr=90;25;1;0;";;;;"
01.12.2016;2;0;7336;1118;1;45;1;;;;0;0;Pouletbrust, frisch;;0;;;zeitPos=1|sortNr=92;45;1;0;";;;;"
01.12.2016;2;0;7336;1119;1;45;1;;;;0;0;Geschnetzeltes Pouletfleisch, frisch;;0;;;zeitPos=1|sortNr=93;45;1;0;";;;;"
01.12.2016;2;0;7336;1120;1;20;1;;;;0;0;Anderes Pouletfleisch, frisch;;0;;;zeitPos=1|sortNr=91;20;1;0;";;;;"
01.12.2016;2;0;7336;1122;4;18;1;;;;0;0;Anderes frisches Geflügel;;0;;;zeitPos=1|sortNr=94;18;1;0;";;;;"
01.12.2016;2;0;7336;1146;3;6.7;2;;;;0;0;Cervelat;;0;;;zeitPos=1|sortNr=87;6.7;2;0;";;;;"
01.12.2016;2;0;7336;1147;1;8.4;4;;;;0;0;Würste zum Rohessen;;0;R;;zeitPos=1|sortNr=78;8.4;4;0;";;;;"
01.12.2016;2;0;7336;1147;2;8.4;1;;;;0;0;Würste zum Rohessen;;0;;;zeitPos=1|sortNr=95;8.4;1;0;";;;;"
01.12.2016;2;0;7336;1148;1;6.9;2;;;;0;0;Kalbsbratwurst;;0;;;zeitPos=1|sortNr=88;6.9;2;0;";;;;"
01.12.2016;2;0;7336;1149;1;5.9;2;;;;0;0;Wienerli;;0;;;zeitPos=1|sortNr=89;5.9;2;0;";;;;"
01.12.2016;2;0;7336;1150;4;7.9;100;;;;0;0;Salami;;0;;;zeitPos=1|sortNr=80;7.9;100;0;";;;;"
01.12.2016;2;0;7336;1151;5;3.9;100;;;;0;0;Würste zum Gekochtessen;;0;;;zeitPos=1|sortNr=85;3.9;100;0;";;;;"
01.12.2016;2;0;7336;1151;6;3.7;100;;;;0;0;Würste zum Gekochtessen;;0;;;zeitPos=1|sortNr=84;3.7;100;0;";;;;"
01.12.2016;2;0;7336;1152;2;7.9;100;;;;0;0;Geflügelaufschnitt;;0;RR;;zeitPos=1|sortNr=82;7.9;100;0;";;;;"
01.12.2016;2;0;7336;1156;2;6.4;100;;;;0;0;Kochschinken;;0;;;zeitPos=1|sortNr=79;6.4;100;0;";;;;"
01.12.2016;2;0;7336;1157;1;3.9;100;;;;0;0;Fleischkäse, Lyoner, Mortadella;;0;;;zeitPos=1|sortNr=81;3.9;100;0;";;;;"
01.12.2016;2;0;7336;1158;2;13.9;100;;;;0;0;Trockenfleisch;;0;;;zeitPos=1|sortNr=76;13.9;100;0;";;;;"
01.12.2016;2;0;7336;1159;1;11.4;100;;;;0;0;Rohschinken;;0;;;zeitPos=1|sortNr=86;11.4;100;0;";;;;"
01.12.2016;2;0;7336;1160;3;7.9;100;;;;0;0;Rohessspeck;;0;;;zeitPos=1|sortNr=77;7.9;100;0;";;;;"
01.12.2016;2;0;7336;1171;1;12.9;100;;;;0;0;Gebratenes Roastbeef, in Tranchen;;0;;;zeitPos=1|sortNr=83;12.9;100;0;";;;;"
01.12.2016;2;0;7336;1181;1;55;1;;;;0;0;Süsswasserfisch;;0;;;zeitPos=1|sortNr=98;55;1;0;";;;;"
01.12.2016;2;0;7336;1181;6;85;1;;;;0;0;Süsswasserfisch;;0;;;zeitPos=1|sortNr=99;85;1;0;";;;;"
01.12.2016;2;0;7336;1182;13;60;1;;;;0;0;Meeresfisch;;0;;;zeitPos=1|sortNr=100;60;1;0;";;;;"
01.12.2016;2;0;7336;1182;14;85;1;;;;0;0;Meeresfisch;;0;R;;zeitPos=1|sortNr=102;85;1;0;";;;;"
01.12.2016;2;0;7336;1182;15;141;1;;;;0;0;Meeresfisch;;0;;;zeitPos=1|sortNr=101;141;1;0;";;;;"
01.12.2016;2;0;7336;1183;1;10.7;100;;;;0;0;Krustentiere und Meerfrüchte;;0;;;zeitPos=1|sortNr=97;10.7;100;0;";;;;"
01.12.2016;2;0;7336;1183;2;10.9;100;;;;0;0;Krustentiere und Meerfrüchte;;0;;;zeitPos=1|sortNr=96;10.9;100;0;";;;;"
01.12.2016;2;0;7336;1188;1;10.9;250;;;;0;0;Panierte Fische, tiefgekühlt;;0;;;zeitPos=1|sortNr=124;10.9;250;0;";;;;"
01.12.2016;2;0;7336;1193;5;5.9;185;;;;0;0;Thon;;0;;;zeitPos=1|sortNr=103;5.9;185;0;";;;;"
01.12.2016;2;0;7336;1194;11;93;1000;;;;0;0;Geräucherter Fisch;;0;;;zeitPos=1|sortNr=65;93;1000;0;";;;;"
01.12.2016;2;0;7336;1194;13;6.2;100;;;;0;0;Geräucherter Fisch;;0;;;zeitPos=1|sortNr=64;6.2;100;0;";;;;"
01.12.2016;2;0;7336;1201;2;2.9;1;;;;0;0;Vollmilch PAST;;0;;;zeitPos=1|sortNr=343;2.9;1;0;";;;;"
01.12.2016;2;0;7336;1202;1;2.6;1;;;;0;0;Vollmilch UHT;;0;;;zeitPos=1|sortNr=331;2.6;1;0;";;;;"
01.12.2016;2;0;7336;1208;1;2.95;1;;;;0;0;Drinkmilch PAST;;0;;;zeitPos=1|sortNr=333;2.95;1;0;";;;;"
01.12.2016;2;0;7336;1209;1;2;0.5;;;;0;0;Drinkmilch UHT;;0;;;zeitPos=1|sortNr=332;2;0.5;0;";;;;"
01.12.2016;2;0;7336;1214;1;3.3;100;;;;0;0;Emmentaler;;0;;;zeitPos=1|sortNr=366;3.3;100;0;";;;;"
01.12.2016;2;0;7336;1215;1;3.9;100;;;;0;0;Greyerzer;;0;R;;zeitPos=1|sortNr=326;3.9;100;0;";;;;"
01.12.2016;2;0;7336;1216;1;5.2;100;;;;0;0;Parmesan;;0;;;zeitPos=1|sortNr=363;5.2;100;0;";;;;"
01.12.2016;2;0;7336;1217;3;4.9;100;;;;0;0;Anderer Hartkäse;;0;;;zeitPos=1|sortNr=361;4.9;100;0;";;;;"
01.12.2016;2;0;7336;1217;4;5.4;100;;;;0;0;Anderer Hartkäse;;0;;;zeitPos=1|sortNr=360;5.4;100;0;";;;;"
01.12.2016;2;0;7336;1222;1;4.4;100;;;;0;0;Appenzeller;;0;;;zeitPos=1|sortNr=362;4.4;100;0;";;;;"
01.12.2016;2;0;7336;1224;1;4.9;100;;;;0;0;Raclettekäse;;0;;;zeitPos=1|sortNr=364;4.9;100;0;";;;;"
01.12.2016;2;0;7336;1224;2;3.9;100;;;;0;0;Raclettekäse;;0;;;zeitPos=1|sortNr=365;3.9;100;0;";;;;"
01.12.2016;2;0;7336;1225;3;4.3;100;;;;0;0;Anderer Halbhartkäse;;0;;;zeitPos=1|sortNr=327;4.3;100;0;";;;;"
01.12.2016;2;0;7336;1225;4;4.4;100;;;;0;0;Anderer Halbhartkäse;;0;;;zeitPos=1|sortNr=325;4.4;100;0;";;;;"
01.12.2016;2;0;7336;1232;5;3.3;150;;;;0;0;Mozzarella;;0;;;zeitPos=1|sortNr=323;3.3;150;0;";;;;"
01.12.2016;2;0;7336;1233;1;6.9;125;;;;0;0;Frischkäse zum Streichen;;0;;;zeitPos=1|sortNr=359;6.9;125;0;";;;;"
01.12.2016;2;0;7336;1234;1;3.3;200;;;;0;0;Anderer Frischkäse;;0;;;zeitPos=1|sortNr=322;3.3;200;0;";;;;"
01.12.2016;2;0;7336;1234;5;3.6;150;;;;0;0;Anderer Frischkäse;;0;;;zeitPos=1|sortNr=321;3.6;150;0;";;;;"
01.12.2016;2;0;7336;1236;2;4.9;100;;;;0;0;Weissschimmelkäse;;0;;;zeitPos=1|sortNr=328;4.9;100;0;";;;;"
01.12.2016;2;0;7336;1236;3;4.9;100;;;;0;0;Weissschimmelkäse;;0;R;;zeitPos=1|sortNr=367;4.9;100;0;";;;;"
01.12.2016;2;0;7336;1237;3;5.4;100;;;;0;0;Schmierkäse;;0;R;;zeitPos=1|sortNr=329;5.4;100;0;";;;;"
01.12.2016;2;0;7336;1238;2;4.6;100;;;;1;0;Blauschimmelkäse;;0;R;;zeitPos=1|sortNr=330;5.9;100;0;";;;;"
01.12.2016;2;0;7336;1240;1;30.9;600;;;;0;0;Fonduekäse fixfertig;;0;R;;zeitPos=1|sortNr=292;30.9;600;0;";;;;"
01.12.2016;2;0;7336;1244;1;25.9;400;;;;0;0;Fondue-Käsemischung;;0;;;zeitPos=1|sortNr=291;25.9;400;0;";;;;"
01.12.2016;2;0;7336;1248;2;3.2;180;;;;0;0;Joghurt, nature 120-180 gr;;0;;;zeitPos=1|sortNr=334;3.2;180;0;";;;;"
01.12.2016;2;0;7336;1249;1;2.3;180;;;;0;0;Joghurt aromatisiert oder mit Früchten 120-180 gr;;0;;;zeitPos=1|sortNr=335;2.3;180;0;";;;;"
01.12.2016;2;0;7336;1249;3;2.2;125;;;;0;0;Joghurt aromatisiert oder mit Früchten 120-180 gr;;0;;;zeitPos=1|sortNr=342;2.2;125;0;";;;;"
01.12.2016;2;0;7336;1250;4;3.9;450;;;;0;0;Joghurt, nature, 500 gr;;0;;;zeitPos=1|sortNr=341;3.9;450;0;";;;;"
01.12.2016;2;0;7336;1252;6;2.3;180;;;;0;0;Andere Joghurts;;0;;;zeitPos=1|sortNr=337;2.3;180;0;";;;;"
01.12.2016;2;0;7336;1252;9;3.2;170;;;;0;0;Andere Joghurts;;0;;;zeitPos=1|sortNr=336;3.2;170;0;";;;;"
01.12.2016;2;0;7336;1254;3;4.8;200;;;;0;0;Rahmquark;;0;;;zeitPos=1|sortNr=338;4.8;200;0;";;;;"
01.12.2016;2;0;7336;1255;3;3.6;200;;;;0;0;Magerquark;;0;;;zeitPos=1|sortNr=339;3.6;200;0;";;;;"
01.12.2016;2;0;7336;1256;1;2.8;130;;;;0;0;Früchtequark;;0;;;zeitPos=1|sortNr=340;2.8;130;0;";;;;"
01.12.2016;2;0;7336;1261;6;6.9;100;;;;0;0;Milchdessert;;0;;;zeitPos=1|sortNr=353;6.9;100;0;";;;;"
01.12.2016;2;0;7336;1261;7;6.4;145;;;;0;0;Milchdessert;;0;;;zeitPos=1|sortNr=354;6.4;145;0;";;;;"
01.12.2016;2;0;7336;1267;1;4.4;2;;;;0;0;Vollrahm, verpackt, 1.8-2.5 dl;;0;;;zeitPos=1|sortNr=310;4.4;2;0;";;;;"
01.12.2016;2;0;7336;1268;1;5.6;5;;;;0;0;Vollrahm, verpackt, 5 dl;;0;;;zeitPos=1|sortNr=309;5.6;5;0;";;;;"
01.12.2016;2;0;7336;1270;1;2.7;2.5;;;;0;0;Kaffeerahm, verpackt, 1.8-2.5 dl;;0;;;zeitPos=1|sortNr=369;2.7;2.5;0;";;;;"
01.12.2016;2;0;7336;1271;2;2.45;10;;;;0;0;Kaffeerahm, Portionen;;0;;;zeitPos=1|sortNr=368;2.45;10;0;";;;;"
01.12.2016;2;0;7336;1273;1;3.2;2.5;;;;0;0;Halbrahm, verpackt, 1.8-2.5 dl;;0;;;zeitPos=1|sortNr=312;3.2;2.5;0;";;;;"
01.12.2016;2;0;7336;1274;1;4.8;5;;;;0;0;Halbrahm, verpackt, 5 dl;;0;;;zeitPos=1|sortNr=311;4.8;5;0;";;;;"
01.12.2016;2;0;7336;1276;1;4.3;180;;;;0;0;Crème fraîche;;0;;;zeitPos=1|sortNr=320;4.3;180;0;";;;;"
01.12.2016;2;0;7336;1281;1;5.8;6;;;;0;0;Schweizer Eier, Freiland;;0;;;zeitPos=1|sortNr=346;5.8;6;0;";;;;"
01.12.2016;2;0;7336;1281;2;6.4;6;;;;0;0;Schweizer Eier, Freiland;;0;;;zeitPos=1|sortNr=345;6.4;6;0;";;;;"
01.12.2016;2;0;7336;1286;1;3.1;100;;;;0;0;Vorzugsbutter, 100 gr;;0;;;zeitPos=1|sortNr=313;3.1;100;0;";;;;"
01.12.2016;2;0;7336;1287;1;4.9;250;;;;0;0;Die Butter (Kochbutter);;0;;;zeitPos=1|sortNr=314;4.9;250;0;";;;;"
01.12.2016;2;0;7336;1288;1;6.2;250;;;;0;0;Bratbutter,  Bratcrème;;0;;;zeitPos=1|sortNr=344;6.2;250;0;";;;;"
01.12.2016;2;0;7336;1288;2;10.2;450;;;;0;0;Bratbutter,  Bratcrème;;0;;;zeitPos=1|sortNr=370;10.2;450;0;";;;;"
01.12.2016;2;0;7336;1289;1;4.2;100;;;;0;0;Biobutter;;0;;;zeitPos=1|sortNr=315;4.2;100;0;";;;;"
01.12.2016;2;0;7336;1295;1;3.4;250;;;;0;0;Margarine;;0;;;zeitPos=1|sortNr=316;3.4;250;0;";;;;"
01.12.2016;2;0;7336;1296;1;14.9;314;;;;0;0;Speisefette;;0;;;zeitPos=1|sortNr=161;14.9;314;0;";;;;"
01.12.2016;2;0;7336;1298;4;15.9;1;;;;0;0;Sonnenblumenöl;;0;;;zeitPos=1|sortNr=167;15.9;1;0;";;;;"
01.12.2016;2;0;7336;1299;3;25.9;0.5;;;;0;0;Olivenöl;;0;;;zeitPos=1|sortNr=170;25.9;0.5;0;";;;;"
01.12.2016;2;0;7336;1301;7;12.9;0.25;;;;0;0;Andere Öle;;0;;;zeitPos=1|sortNr=169;12.9;0.25;0;";;;;"
01.12.2016;2;0;7336;1301;8;7.9;1;;;;0;0;Andere Öle;;0;;;zeitPos=1|sortNr=166;7.9;1;0;";;;;"
