Erhebungsmonat;Preissubsystem;Schemanummer;PMS;EP;Laufnummer;Preis_T;Menge_T;Preis_VPK;Menge_VPK;BC;Aktionscode;Ausverkauf;Text;Artikelnummer;Sonderpreis;Fehlende_Preise_R;BemerkungenMitHistorie;Tablet_Informationen;Preis_vor_Reduktion;Menge_vor_Reduktion;Ist_Preisreihe_zu_beenden;"DynamischesFeld1;DynamischesFeld2;DynamischesFeld3;DynamischesFeld4;DynamischesFeld5"
01.12.2016;2;0;11159;1349;3;11;500;;;;0;0;Nüsse und Kerne (ganz, gemahlen, geraspelt);;0;;;zeitPos=1|sortNr=20;11;500;0;";;;;"
01.12.2016;2;0;11159;1349;4;8;150;;;;0;0;Nüsse und Kerne (ganz, gemahlen, geraspelt);;0;;;zeitPos=1|sortNr=19;8;150;0;";;;;"
01.12.2016;2;0;11159;1350;1;9;200;;;;0;0;Nüsse gesalzen, gewürzt;;0;;;zeitPos=1|sortNr=21;9;200;0;";;;;"
01.12.2016;2;0;11159;1353;1;2.9;220;;;;0;0;Ananas in Büchsen;;0;;;zeitPos=1|sortNr=22;2.9;220;0;";;;;"
01.12.2016;2;0;11159;1354;1;4.1;420;;;;0;0;Andere Fruchtkonserven;;0;;;zeitPos=1|sortNr=23;4.1;420;0;";;;;"
01.12.2016;2;0;11159;1356;1;4.1;420;;;;0;0;Fruchtcocktail;;0;;;zeitPos=1|sortNr=54;4.1;420;0;";;;;"
01.12.2016;2;0;11159;1362;1;7;1;;;;0;0;Tomaten;;0;;;zeitPos=1|sortNr=24;7;1;0;";;;;"
01.12.2016;2;0;11159;1362;4;11;1;;;;0;0;Tomaten;;0;;;zeitPos=1|sortNr=25;11;1;0;";;;;"
01.12.2016;2;0;11159;1363;1;11;1;;;;0;0;Peperoni;;0;;;zeitPos=1|sortNr=27;11;1;0;";;;;"
01.12.2016;2;0;11159;1364;1;2.5;1;;;;0;0;Gurken;;0;;;zeitPos=1|sortNr=28;2.5;1;0;";;;;"
01.12.2016;2;0;11159;1365;1;7;1;;;;0;0;Zucchetti;;0;;;zeitPos=1|sortNr=30;7;1;0;";;;;"
01.12.2016;2;0;11159;1370;1;4;1;;;;0;0;Karotten;;0;;;zeitPos=1|sortNr=32;4;1;0;";;;;"
01.12.2016;2;0;11159;1370;2;11;1;;;;0;0;Karotten;;0;;;zeitPos=1|sortNr=31;11;1;0;";;;;"
01.12.2016;2;0;11159;1372;1;6;1;;;;0;0;Knollensellerie;;0;;;zeitPos=1|sortNr=33;6;1;0;";;;;"
01.12.2016;2;0;11159;1373;1;9;1;;;;0;0;Fenchel;;0;;;zeitPos=1|sortNr=34;9;1;0;";;;;"
01.12.2016;2;0;11159;1380;1;2.8;1;;;;0;0;Kopfsalat;;0;;;zeitPos=1|sortNr=35;2.8;1;0;";;;;"
01.12.2016;2;0;11159;1381;1;11;1;;;;0;0;Chicorée (Brüsseler);;0;;;zeitPos=1|sortNr=26;11;1;0;";;;;"
01.12.2016;2;0;11159;1384;2;6;100;;;;0;0;Nüsslisalat;;0;;;zeitPos=1|sortNr=36;6;100;0;";;;;"
01.12.2016;2;0;11159;1385;1;3;1;;;;0;0;Eisbergsalat, Stück;;0;;;zeitPos=1|sortNr=37;3;1;0;";;;;"
01.12.2016;2;0;11159;1386;1;4.5;200;;;;0;0;Geschnittener Salat, im Beutel;;0;;;zeitPos=1|sortNr=38;4.5;200;0;";;;;"
01.12.2016;2;0;11159;1392;1;7;1;;;;0;0;Blumenkohl;;0;;;zeitPos=1|sortNr=39;7;1;0;";;;;"
01.12.2016;2;0;11159;1393;1;5;1;;;;0;0;Weisskabis;;0;;;zeitPos=1|sortNr=40;5;1;0;";;;;"
01.12.2016;2;0;11159;1395;1;7;1;;;;0;0;Broccoli;;0;;;zeitPos=1|sortNr=41;7;1;0;";;;;"
01.12.2016;2;0;11159;1401;1;4;1;;;;0;0;Zwiebeln gelb;;0;;;zeitPos=1|sortNr=42;4;1;0;";;;;"
01.12.2016;2;0;11159;1402;1;7;1;;;;0;0;Lauch;;0;;;zeitPos=1|sortNr=43;7;1;0;";;;;"
01.12.2016;2;0;11159;1403;1;2.2;100;;;;0;0;Knoblauch, abgepackt;;0;;;zeitPos=1|sortNr=44;2.2;100;0;";;;;"
01.12.2016;2;0;11159;1408;1;5.5;0.25;;;;0;0;Champignons de Paris, weiss;;0;;;zeitPos=1|sortNr=70;5.5;0.25;0;";;;;"
01.12.2016;2;0;11159;1411;1;13;1;;;;0;0;Bohnen;;0;;;zeitPos=1|sortNr=45;13;1;0;";;;;"
01.12.2016;2;0;11159;1412;1;3;1;;;;0;0;Radieschen;;0;;;zeitPos=1|sortNr=46;3;1;0;";;;;"
01.12.2016;2;0;11159;1413;1;2.5;1;;;;0;0;Petersilie;;0;;;zeitPos=1|sortNr=47;2.5;1;0;";;;;"
01.12.2016;2;0;11159;1419;1;3.8;1;;;;0;0;Kartoffeln, mehlig- oder festkochend,  1.0 kg;;0;;;zeitPos=1|sortNr=48;3.8;1;0;";;;;"
01.12.2016;2;0;11159;1419;2;3.5;1;;;;0;0;Kartoffeln, mehlig- oder festkochend,  1.0 kg;;0;R;;zeitPos=1|sortNr=50;3.5;1;0;";;;;"
01.12.2016;2;0;11159;1420;1;5;1;;;;0;0;Raclette Kartoffeln;;0;;;zeitPos=1|sortNr=51;5;1;0;";;;;"
01.12.2016;2;0;11159;1422;1;6.5;500;;;;0;0;Kartoffelgnocchi;;0;;;zeitPos=1|sortNr=1;6.5;500;0;";;;;"
01.12.2016;2;0;11159;1424;1;5;500;;;;0;0;Dörrgemüse;;0;;;zeitPos=1|sortNr=52;5;500;0;";;;;"
01.12.2016;2;0;11159;1426;2;9.4;800;;;;0;0;Spinat, tiefgekühlt;;0;;;zeitPos=1|sortNr=55;9.4;800;0;";;;;"
01.12.2016;2;0;11159;1427;4;6.7;450;;;;0;0;Gemüse-Mischung, tiefgekühlt;;0;;;zeitPos=1|sortNr=56;6.7;450;0;";;;;"
01.12.2016;2;0;11159;1429;1;4.7;425;;;;0;0;Gemüse in Büchsen;;0;;;zeitPos=1|sortNr=59;4.7;425;0;";;;;"
01.12.2016;2;0;11159;1429;2;4.5;420;;;;0;0;Gemüse in Büchsen;;0;;;zeitPos=1|sortNr=58;4.5;420;0;";;;;"
01.12.2016;2;0;11159;1431;1;2.6;400;;;;0;0;Tomaten, geschält;;0;;;zeitPos=1|sortNr=60;2.6;400;0;";;;;"
01.12.2016;2;0;11159;1432;1;3.5;200;;;;0;0;Tomatenextrakt und -purée;;0;;;zeitPos=1|sortNr=62;3.5;200;0;";;;;"
01.12.2016;2;0;11159;1433;1;7.7;800;;;;0;0;Gurken, Cornichon in Gläsern;;0;;;zeitPos=1|sortNr=63;7.7;800;0;";;;;"
01.12.2016;2;0;11159;1438;1;6.9;1000;;;;0;0;Erbsen und Bohnen, tiefgekühlt;;0;;;zeitPos=1|sortNr=57;6.9;1000;0;";;;;"
01.12.2016;2;0;11159;1441;1;4.5;100;;;;0;0;Chips;;0;;;zeitPos=1|sortNr=65;4.5;100;0;";;;;"
01.12.2016;2;0;11159;1441;2;6.5;190;;;;0;0;Chips;;0;;;zeitPos=1|sortNr=2;6.5;190;0;";;;;"
01.12.2016;2;0;11159;1442;2;5.7;145;;;;0;0;Kartoffelstock, Pulver;;0;;;zeitPos=1|sortNr=66;5.7;145;0;";;;;"
01.12.2016;2;0;11159;1443;2;7.5;600;;;;0;0;Pommes frites, tiefgekühlt;;0;;;zeitPos=1|sortNr=67;7.5;600;0;";;;;"
01.12.2016;2;0;11159;1444;3;6.6;500;;;;0;0;Fertigrösti;;0;;;zeitPos=1|sortNr=68;6.6;500;0;";;;;"
01.12.2016;2;0;11159;1446;1;8.5;600;;;;0;0;Andere Kartoffelprodukte, tiefgekühlt;;0;;;zeitPos=1|sortNr=71;8.5;600;0;";;;;"
01.12.2016;2;0;11159;1447;1;4.6;340;;;;0;0;Mais in Büchsen;;0;;;zeitPos=1|sortNr=49;4.6;340;0;";;;;"
01.12.2016;2;0;11159;1452;3;5.2;370;;;;0;0;Oliven;;0;;;zeitPos=1|sortNr=64;5.2;370;0;";;;;"
01.12.2016;2;0;11159;1465;2;21;50;;;;0;0;Getrocknete Pilze;;0;;;zeitPos=1|sortNr=61;21;50;0;";;;;"
01.12.2016;2;0;11159;1523;1;16;320;;;;0;0;Antipasti;;0;;;zeitPos=1|sortNr=72;16;320;0;";;;;"
01.12.2016;2;0;11159;1525;1;7.9;10;;;;0;0;Küchenkräuter getrocknet;;0;;;zeitPos=1|sortNr=69;7.9;10;0;";;;;"
01.12.2016;2;0;11162;5223;4;7.95;1.49;;;;0;0;Vollwaschmittel 30° bis 95° (in l);;0;;;zeitPos=1|sortNr=2;7.95;1.49;0;";;;;"
01.12.2016;2;0;11162;5223;5;6.95;1.17;;;;0;0;Vollwaschmittel 30° bis 95° (in l);;0;;;zeitPos=1|sortNr=1;6.95;1.17;0;";;;;"
01.12.2016;2;0;11162;5224;1;15.95;5.39;;;;0;0;Vollwaschmittel 30° bis 95° (in kg);;0;R;;zeitPos=1|sortNr=3;15.95;5.395;0;";;;;"
01.12.2016;2;0;11162;5225;1;4.95;1;;;;0;0;Feinwaschmittel (in l);;0;;;zeitPos=1|sortNr=5;4.95;1;0;";;;;"
01.12.2016;2;0;11162;5225;3;5.95;1;;;;0;0;Feinwaschmittel (in l);;0;;;zeitPos=1|sortNr=4;5.95;1;0;";;;;"
01.12.2016;2;0;11162;5227;2;4.95;1.5;;;;0;0;Gewebeveredler (in l);;0;;;zeitPos=1|sortNr=6;4.95;1.5;0;";;;;"
01.12.2016;2;0;11162;5227;4;4.95;0.75;;;;0;0;Gewebeveredler (in l);;0;;;zeitPos=1|sortNr=7;4.95;0.75;0;";;;;"
01.12.2016;2;0;11162;5230;3;4.95;1000;;;;0;0;Hand-Abwaschmittel (in ml);;0;;;zeitPos=1|sortNr=9;4.95;1000;0;";;;;"
01.12.2016;2;0;11162;5230;4;3.95;1000;;;;0;0;Hand-Abwaschmittel (in ml);;0;;;zeitPos=1|sortNr=8;3.95;1000;0;";;;;"
01.12.2016;2;0;11162;5232;1;4.95;250;;;;0;0;Klarspüler für Geschirrspülmaschine (in ml);;0;;;zeitPos=1|sortNr=12;4.95;250;0;";;;;"
01.12.2016;2;0;11162;5233;5;4.95;15;;;;0;0;Tabs für Geschirrspülmaschine;;0;;;zeitPos=1|sortNr=13;4.95;15;0;";;;;"
01.12.2016;2;0;11162;5234;1;4.95;1000;;;;0;0;Putz- / Reinigungsmittel für Küche und Bad (in ml);;0;;;zeitPos=1|sortNr=15;4.95;1000;0;";;;;"
01.12.2016;2;0;11162;5234;4;3.95;750;;;;0;0;Putz- / Reinigungsmittel für Küche und Bad (in ml);;0;;;zeitPos=1|sortNr=14;3.95;750;0;";;;;"
01.12.2016;2;0;11162;5236;1;8.95;1;;;;0;0;Bodenpflegemittel (in l);;0;;;zeitPos=1|sortNr=17;8.95;1;0;";;;;"
01.12.2016;2;0;11162;5236;2;8.95;1;;;;0;0;Bodenpflegemittel (in l);;0;;;zeitPos=1|sortNr=16;8.95;1;0;";;;;"
01.12.2016;2;0;11162;5239;3;2.5;1;;;;0;0;Putz- / Reinigungsmittel für Haushaltsgeräte (in kg);;0;;;zeitPos=1|sortNr=10;2.5;1;0;";;;;"
01.12.2016;2;0;11162;5242;1;10.95;400;;;;0;0;Putz- / Reinigungsmittel für Haushaltsgeräte (in ml);;0;;;zeitPos=1|sortNr=11;10.95;400;0;";;;;"
01.12.2016;2;0;11162;5243;3;4.6;1;;;;0;0;WC Einhänger;;0;;;zeitPos=1|sortNr=18;4.6;1;0;";;;;"
01.12.2016;2;0;11162;5253;1;7.5;1;;;;0;0;Bürste;;0;;;zeitPos=1|sortNr=19;7.5;1;0;";;;;"
01.12.2016;2;0;11162;5253;2;3.9;1;;;;0;0;Bürste;;0;;;zeitPos=1|sortNr=20;3.9;1;0;";;;;"
01.12.2016;2;0;11162;5254;1;7.2;1;;;;0;0;Kleiderroller;;0;;;zeitPos=1|sortNr=21;7.2;1;0;";;;;"
01.12.2016;2;0;11162;5256;1;10.95;1;;;;0;0;Komplett-Bodenreinigungssystem;;0;;;zeitPos=1|sortNr=22;10.95;1;0;";;;;"
01.12.2016;2;0;11162;5257;2;3.95;5;;;;0;0;Schwämme;;0;;;zeitPos=1|sortNr=23;3.95;5;0;";;;;"
01.12.2016;2;0;11162;5258;1;2.8;1;;;;0;0;Haushaltshandschuhe;;0;;;zeitPos=1|sortNr=24;2.8;1;0;";;;;"
01.12.2016;2;0;11162;5261;1;4.85;20;;;;0;0;Kehrichtsäcke (gebührenfrei);;0;;;zeitPos=1|sortNr=25;4.85;20;0;";;;;"
01.12.2016;2;0;11162;5261;2;4.5;10;;;;0;0;Kehrichtsäcke (gebührenfrei);;0;;;zeitPos=1|sortNr=26;4.5;10;0;";;;;"
01.12.2016;2;0;11162;5262;2;3.5;8;;;;0;0;Frischhaltefolie und Aluminiumfolie (in m);;0;;;zeitPos=1|sortNr=28;3.5;8;0;";;;;"
01.12.2016;2;0;11162;5262;3;2.95;30;;;;0;0;Frischhaltefolie und Aluminiumfolie (in m);;0;;;zeitPos=1|sortNr=27;2.95;30;0;";;;;"
01.12.2016;2;0;11162;5263;3;5.5;5;;;;0;0;Aufbewahrungsbeutel;;0;;;zeitPos=1|sortNr=30;5.5;5;0;";;;;"
01.12.2016;2;0;11162;5263;4;2.95;20;;;;0;0;Aufbewahrungsbeutel;;0;R;;zeitPos=1|sortNr=29;2.95;20;0;";;;;"
01.12.2016;2;0;11162;5264;3;4.2;50;;;;0;0;Einweggeschirr;;0;;;zeitPos=1|sortNr=32;4.2;50;0;";;;;"
01.12.2016;2;0;11162;5264;6;2.5;20;;;;0;0;Einweggeschirr;;0;;;zeitPos=1|sortNr=31;2.5;20;0;";;;;"
01.12.2016;2;0;11162;5265;7;4.95;3;;;;0;0;Küchenpapier-Rollen;;0;R;;zeitPos=1|sortNr=34;4.95;3;0;";;;;"
01.12.2016;2;0;11162;5265;10;3.95;4;;;;0;0;Küchenpapier-Rollen;;0;R;;zeitPos=1|sortNr=33;3.95;4;0;";;;;"
01.12.2016;2;0;11162;5266;1;3.6;100;;;;0;0;Klebstoff;;0;;;zeitPos=1|sortNr=35;3.6;100;0;";;;;"
01.12.2016;2;0;11162;5268;2;3.5;40;;;;0;0;Papierservietten;;0;;;zeitPos=1|sortNr=36;3.5;40;0;";;;;"
01.12.2016;2;0;11162;5268;3;2.95;100;;;;0;0;Papierservietten;;0;;;zeitPos=1|sortNr=37;2.95;100;0;";;;;"
01.12.2016;2;0;11162;5272;3;5.5;20;;;;0;0;Wegwerfreinigungstücher;;0;;;zeitPos=1|sortNr=39;5.5;20;0;";;;;"
01.12.2016;2;0;11162;5272;4;5.95;20;;;;0;0;Wegwerfreinigungstücher;;0;;;zeitPos=1|sortNr=38;5.95;20;0;";;;;"
01.12.2016;2;0;11162;5274;5;2.85;3;;;;0;0;Putzlappen;;0;;;zeitPos=1|sortNr=40;2.85;3;0;";;;;"
01.12.2016;2;0;11163;6071;2;8.9;1;;;;0;0;Verbandstoff;;0;;;zeitPos=1|sortNr=1;8.9;1;0;";;;;"
01.12.2016;2;0;11163;6073;1;5.2;1;;;;0;0;Schnellverbände;;0;;;zeitPos=1|sortNr=2;5.2;1;0;";;;;"
01.12.2016;2;0;11163;6074;3;5.85;1;;;;0;0;Elastische Binden;;0;;;zeitPos=1|sortNr=3;5.85;1;0;";;;;"
01.12.2016;2;0;11163;6075;2;13.6;1;;;;0;0;Fiebermesser;;0;;;zeitPos=1|sortNr=4;13.6;1;0;";;;;"
01.12.2016;2;0;11163;6075;3;7.95;1;;;;0;0;Fiebermesser;;0;;;zeitPos=1|sortNr=5;7.95;1;0;";;;;"
01.12.2016;2;0;11163;6076;1;8.5;6;;;;0;0;Präservative;;0;;;zeitPos=1|sortNr=6;8.5;6;0;";;;;"
01.12.2016;2;0;11163;6076;2;11.9;10;;;;0;0;Präservative;;0;;;zeitPos=1|sortNr=7;11.9;10;0;";;;;"
01.12.2016;2;0;11163;12024;1;7.5;100;;;;0;0;Toiletten- und Handseife, Stücke;;0;;;zeitPos=1|sortNr=8;7.5;100;0;";;;;"
01.12.2016;2;0;11163;12025;3;21.8;500;;;;0;0;Toiletten- und Handseife, flüssig;;0;;;zeitPos=1|sortNr=9;21.8;500;0;";;;;"
01.12.2016;2;0;11163;12027;4;24.9;400;;;;0;0;Duschmittel, auch in Nachfüllbeuteln;;0;;;zeitPos=1|sortNr=11;24.9;400;0;";;;;"
01.12.2016;2;0;11163;12027;5;15.5;400;;;;0;0;Duschmittel, auch in Nachfüllbeuteln;;0;;;zeitPos=1|sortNr=10;15.5;400;0;";;;;"
01.12.2016;2;0;11163;12027;6;10.9;200;;;;0;0;Duschmittel, auch in Nachfüllbeuteln;;0;;;zeitPos=1|sortNr=12;10.9;200;0;";;;;"
01.12.2016;2;0;11163;12027;7;21.5;200;;;;0;0;Duschmittel, auch in Nachfüllbeuteln;;0;;;zeitPos=1|sortNr=13;21.5;200;0;";;;;"
01.12.2016;2;0;11163;12041;2;14.9;200;;;;0;0;Haarshampoo;;0;;;zeitPos=1|sortNr=15;14.9;200;0;";;;;"
01.12.2016;2;0;11163;12041;3;12.25;200;;;;1;0;Haarshampoo;;0;;;zeitPos=1|sortNr=14;17.1;200;0;";;;;"
01.12.2016;2;0;11163;12041;4;19;125;;;;0;0;Haarshampoo;;0;;;zeitPos=1|sortNr=17;19;125;0;";;;;"
01.12.2016;2;0;11163;12041;7;10;200;;;;0;0;Haarshampoo;;0;;;zeitPos=1|sortNr=16;10;200;0;";;;;"
01.12.2016;2;0;11163;12042;2;14.5;150;;;;0;0;Haarstylingschaum und -gel;;0;;;zeitPos=1|sortNr=19;14.5;150;0;";;;;"
01.12.2016;2;0;11163;12042;4;11.8;150;;;;0;0;Haarstylingschaum und -gel;;0;;;zeitPos=1|sortNr=18;11.8;150;0;";;;;"
01.12.2016;2;0;11163;12043;1;15.9;155;;;;0;0;Haarfärbemittel;;0;;;zeitPos=1|sortNr=22;15.9;155;0;";;;;"
01.12.2016;2;0;11163;12043;2;15.9;155;;;;0;0;Haarfärbemittel;;0;;;zeitPos=1|sortNr=21;15.9;155;0;";;;;"
01.12.2016;2;0;11163;12043;3;15.9;155;;;;0;0;Haarfärbemittel;;0;;;zeitPos=1|sortNr=20;15.9;155;0;";;;;"
01.12.2016;2;0;11163;12044;1;14.5;150;;;;0;0;Haarlack;;0;;;zeitPos=1|sortNr=24;14.5;150;0;";;;;"
01.12.2016;2;0;11163;12044;4;14.5;150;;;;0;0;Haarlack;;0;;;zeitPos=1|sortNr=23;14.5;150;0;";;;;"
01.12.2016;2;0;11163;12045;2;20.8;200;;;;0;0;Haarspülung und Spezialpflege für Haare;;0;;;zeitPos=1|sortNr=26;20.8;200;0;";;;;"
01.12.2016;2;0;11163;12045;5;14.9;200;;;;0;0;Haarspülung und Spezialpflege für Haare;;0;;;zeitPos=1|sortNr=25;14.9;200;0;";;;;"
01.12.2016;2;0;11163;12056;6;10.9;150;;;;1;0;Zahnpasta, in ml;;0;;Ist dieser Artikel mit Aktion angeschrieben oder ist es sogar eine Daueraktion? Danke für die Abklärung_CR.BFS;zeitPos=1|sortNr=27;10.9;150;0;";;;;"
01.12.2016;2;0;11163;12056;7;10.9;85;;;;0;0;Zahnpasta, in ml;;0;;;zeitPos=1|sortNr=28;10.9;85;0;";;;;"
01.12.2016;2;0;11163;12056;8;8.6;75;;;;0;0;Zahnpasta, in ml;;0;;;zeitPos=1|sortNr=29;8.6;75;0;";;;;"
01.12.2016;2;0;11163;12058;8;14.9;200;;;;0;0;Zahnpflegemittel, in ml;;0;;;zeitPos=1|sortNr=30;14.9;200;0;";;;;"
01.12.2016;2;0;11163;12058;9;13.25;250;;;;0;0;Zahnpflegemittel, in ml;;0;;;zeitPos=1|sortNr=31;13.25;250;0;";;;;"
01.12.2016;2;0;11163;12072;1;30.2;75;;;;0;0;Rasurpflege;;0;;Ihr Neuaufnahme im November: VICHY - Idealizer viso e barba  - pelle sensibile  - dieses  Produkt ist eine Feuchtigkeitscreme für Tag und Nacht - bitte gerne einen anderen Artikel für diese EP aufnehmen, danke_CR.BFS;zeitPos=1|sortNr=32;30.2;75;0;";;;;"
01.12.2016;2;0;11163;12073;1;13.3;75;;;;0;0;Handcrème;;0;;;zeitPos=1|sortNr=35;13.3;75;0;";;;;"
01.12.2016;2;0;11163;12073;3;9.4;50;;;;1;0;Handcrème;;0;;;zeitPos=1|sortNr=36;15;50;0;";;;;"
01.12.2016;2;0;11163;12074;2;20;40;;;;0;0;Gesichtscrème;;0;;;zeitPos=1|sortNr=38;20;40;0;";;;;"
01.12.2016;2;0;11163;12074;3;38;50;;;;0;0;Gesichtscrème;;0;;;zeitPos=1|sortNr=37;38;50;0;";;;;"
01.12.2016;2;0;11163;12075;1;19.6;100;;;;0;0;Deodorant-Spray;;0;;;zeitPos=1|sortNr=39;19.6;100;0;";;;;"
01.12.2016;2;0;11163;12075;3;20.5;75;;;;0;0;Deodorant-Spray;;0;;;zeitPos=1|sortNr=40;20.5;75;0;";;;;"
01.12.2016;2;0;11163;12077;1;33;100;;;;1;0;Deodorant, Stick, Roller (in ml);;0;;;zeitPos=1|sortNr=42;21;50;0;";;;;"
01.12.2016;2;0;11163;12077;2;19.6;50;;;;0;0;Deodorant, Stick, Roller (in ml);;0;;;zeitPos=1|sortNr=41;19.6;50;0;";;;;"
01.12.2016;2;0;11163;12078;4;30.15;100;;;;0;0;Sonnenschutzmittel;;0;;;zeitPos=1|sortNr=43;30.15;100;0;";;;;"
01.12.2016;2;0;11163;12078;6;37.45;50;;;;0;0;Sonnenschutzmittel;;0;;;zeitPos=1|sortNr=44;37.45;50;0;";;;;"
01.12.2016;2;0;11163;12079;2;24.9;200;;;;0;0;Körpermilch/-crème;;0;;;zeitPos=1|sortNr=45;24.9;200;0;";;;;"
01.12.2016;2;0;11163;12079;3;40.1;250;;;;0;0;Körpermilch/-crème;;0;;;zeitPos=1|sortNr=46;40.1;250;0;";;;;"
01.12.2016;2;0;11163;12080;1;28;1;;;;0;0;Lippenstift (farbig oder neutral);;0;;;zeitPos=1|sortNr=47;28;1;0;";;;;"
01.12.2016;2;0;11163;12080;4;15.25;1;;;;1;0;Lippenstift (farbig oder neutral);;0;RR;;zeitPos=1|sortNr=48;29.5;1;0;";;;;"
01.12.2016;2;0;11163;12081;2;22.1;6;;;;0;0;Nagellack;;0;;;zeitPos=1|sortNr=49;22.1;6;0;";;;;"
01.12.2016;2;0;11163;12082;2;15.9;75;;;;0;0;Fusscrème;;0;;;zeitPos=1|sortNr=50;15.9;75;0;";;;;"
01.12.2016;2;0;11163;12084;1;22.6;200;;;;0;0;Gesichtsreinigung (in ml);;0;;;zeitPos=1|sortNr=51;22.6;200;0;";;;;"
01.12.2016;2;0;11163;12084;3;20.9;75;;;;0;0;Gesichtsreinigung (in ml);;0;;;zeitPos=1|sortNr=52;20.9;75;0;";;;;"
01.12.2016;2;0;11163;12087;1;46.9;30;;;;0;0;Spezialpflege Gesicht  (in ml);;0;;;zeitPos=1|sortNr=54;46.9;30;0;";;;;"
01.12.2016;2;0;11163;12087;2;40;15;;;;0;0;Spezialpflege Gesicht  (in ml);;0;;;zeitPos=1|sortNr=53;40;15;0;";;;;"
01.12.2016;2;0;11163;12089;1;31;5.6;;;;0;0;Mascara;;0;;;zeitPos=1|sortNr=55;31;5.6;0;";;;;"
01.12.2016;2;0;11163;12101;2;1.5;1;;;;0;0;Papiertaschentücher, in Päckli;;0;RR;;zeitPos=1|sortNr=56;1.5;1;0;";;;;"
01.12.2016;2;0;11163;12104;4;8.65;58;;;;0;0;Damenbinden;;0;;;zeitPos=1|sortNr=58;8.65;58;0;";;;;"
01.12.2016;2;0;11163;12104;5;5.2;14;;;;0;0;Damenbinden;;0;;;zeitPos=1|sortNr=57;5.2;14;0;";;;;"
01.12.2016;2;0;11163;12106;2;8.9;22;;;;0;0;Tampons;;0;;;zeitPos=1|sortNr=59;8.9;22;0;";;;;"
01.12.2016;2;0;11163;12107;2;29;56;;;;0;0;Papierwindeln;;0;;;zeitPos=1|sortNr=61;29;56;0;";;;;"
01.12.2016;2;0;11163;12107;3;16.45;20;;;;0;0;Papierwindeln;;0;;;zeitPos=1|sortNr=62;16.45;20;0;";;;;"
01.12.2016;2;0;11163;12107;4;30.9;64;;;;0;0;Papierwindeln;;0;;;zeitPos=1|sortNr=60;30.9;64;0;";;;;"
01.12.2016;2;0;11163;12108;1;4.1;50;;;;0;0;Watte-Rondellen und -Stäbchen;;0;;;zeitPos=1|sortNr=63;4.1;50;0;";;;;"
01.12.2016;2;0;11163;12108;2;3.8;200;;;;0;0;Watte-Rondellen und -Stäbchen;;0;;;zeitPos=1|sortNr=64;3.8;200;0;";;;;"
01.12.2016;2;0;11163;12109;1;9.2;1;;;;0;0;Feuchttücher;;0;;;zeitPos=1|sortNr=65;9.2;1;0;";;;;"
01.12.2016;2;0;11163;12109;2;7.25;1;;;;0;0;Feuchttücher;;0;;;zeitPos=1|sortNr=66;7.25;1;0;";;;;"
01.12.2016;2;0;11163;12132;1;7.9;1;;;;0;0;Haarbürste;;0;;;zeitPos=1|sortNr=67;7.9;1;0;";;;;"
01.12.2016;2;0;11163;12134;1;13.9;5;;;;0;0;Haaraccessoire;;0;;;zeitPos=1|sortNr=68;13.9;5;0;";;;;"
01.12.2016;2;0;11163;12135;2;11.6;2;;;;1;0;Zahnbürste, manuell;;0;;;zeitPos=1|sortNr=70;7.2;1;0;";;;;"
01.12.2016;2;0;11163;12135;5;7.2;1;;;;0;0;Zahnbürste, manuell;;0;;;zeitPos=1|sortNr=69;7.2;1;0;";;;;"
01.12.2016;2;0;11163;12135;6;6.3;1;;;;0;0;Zahnbürste, manuell;;0;;;zeitPos=1|sortNr=71;6.3;1;0;";;;;"
01.12.2016;2;0;11163;12136;4;7.9;1;;;;0;0;Accessoire für Manicure und Pedicure;;0;;;zeitPos=1|sortNr=73;7.9;1;0;";;;;"
01.12.2016;2;0;11163;12136;5;16.9;1;;;;0;0;Accessoire für Manicure und Pedicure;;0;;;zeitPos=1|sortNr=72;16.9;1;0;";;;;"
01.12.2016;2;0;11163;12137;1;6.5;50;;;;0;0;Zahnseide;;0;;;zeitPos=1|sortNr=74;6.5;50;0;";;;;"
01.12.2016;2;0;11163;12154;1;50.9;1;;;;0;0;Andere elektrische Geräte;;0;;;zeitPos=1|sortNr=77;50.9;1;0;";;;;"
01.12.2016;2;0;11163;12154;2;50.95;1;;;;0;0;Andere elektrische Geräte;;0;;;zeitPos=1|sortNr=75;50.95;1;0;";;;;"
01.12.2016;2;0;11163;12154;3;30.9;1;;;;0;0;Andere elektrische Geräte;;0;;;zeitPos=1|sortNr=76;30.9;1;0;";;;;"
01.12.2016;2;0;11167;4091;1;90.6;100;;;;0;0;800 - 1500 l, pro 100 l;;0;;;zeitPos=1|sortNr=1;90.6;100;0;";;;;"
01.12.2016;2;0;11167;4091;2;88.6;100;;;;0;0;800 - 1500 l, pro 100 l;;0;;;zeitPos=2|sortNr=12;88.6;100;0;";;;;"
01.12.2016;2;0;11167;4092;1;83.9;100;;;;0;0;1501 - 3000 l, pro 100 l;;0;;;zeitPos=1|sortNr=2;83.9;100;0;";;;;"
01.12.2016;2;0;11167;4092;2;81.7;100;;;;0;0;1501 - 3000 l, pro 100 l;;0;;;zeitPos=1|sortNr=3;81.7;100;0;";;;;"
01.12.2016;2;0;11167;4092;4;81.9;100;;;;0;0;1501 - 3000 l, pro 100 l;;0;;;zeitPos=2|sortNr=13;81.9;100;0;";;;;"
