Schemanummer;Preiserhebungsort (PMS);Erhebungspositionsnummer;Laufnummer;Preis T;Menge T;Aktionscode;Ausverkauf;Datum (Preis gültig seit);Text;Artikelnummer;Basispreis;Basismenge;Sonderpreis;Fehlende Preise -R-;Bemerkungen;Tablet Informationen;Preis vor Reduktion;Menge vor Reduktion;Preisreihe ist zu beenden;Produktmerkmal 1;Produktmerkmal 2;Produktmerkmal 3;Produktmerkmal 4;Produktmerkmal 5
0;11204;9558;8;5.2000;50.000;0;0;01.02.2014;Briefumschläge;;3.3000;40.000;0;;;zeitPos=1|sortNr=17;5.2000;50.000;0;;;;;;
0;11204;9559;1;3.5000;1.000;0;0;01.02.2011;Schreibgeräte;110825;2.9500;1.000;0;;;zeitPos=1|sortNr=23;3.5000;1.000;0;;;;;;
0;11204;9559;2;2.3000;1.000;0;0;01.02.2016;Schreibgeräte;;2.4000;1.000;0;;;zeitPos=1|sortNr=21;2.3000;1.000;0;;;;;;
0;11204;9559;4;19.7000;1.000;0;0;01.02.2016;Schreibgeräte;;13.5000;1.000;0;;;zeitPos=1|sortNr=22;19.7000;1.000;0;;;;;;
0;11204;9559;8;22.6000;1.000;0;0;01.02.2016;Schreibgeräte;;22.6000;1.000;0;;;zeitPos=1|sortNr=20;22.6000;1.000;0;;;;;;
0;11204;9560;1;24.3000;1.000;0;0;01.02.2015;Farben zum Zeichnen und Malen;999.312;13.8000;1.000;0;;;zeitPos=1|sortNr=24;24.3000;1.000;0;;;;;;
0;11204;9560;2;36.7000;1.000;0;0;01.02.2015;Farben zum Zeichnen und Malen;999.318;20.5000;1.000;0;;;zeitPos=1|sortNr=28;36.7000;1.000;0;;;;;;
0;11204;9560;3;67.9000;1.000;0;0;01.02.2016;Farben zum Zeichnen und Malen;3888.330;20.5000;1.000;0;;;zeitPos=1|sortNr=29;67.9000;1.000;0;;;;;;
0;11204;9560;4;43.2000;1.000;0;0;01.02.2015;Farben zum Zeichnen und Malen;185.324;33.9000;1.000;0;;;zeitPos=1|sortNr=26;43.2000;1.000;0;;;;;;
0;11204;9560;5;26.5000;1.000;0;0;01.02.2016;Farben zum Zeichnen und Malen;7000.315;18.8000;1.000;0;;;zeitPos=1|sortNr=27;26.5000;1.000;0;;;;;;
0;11204;9560;9;33.5000;1.000;0;0;01.11.2012;Farben zum Zeichnen und Malen;8C 405;33.5000;1.000;0;;;zeitPos=1|sortNr=25;33.5000;1.000;0;;;;;;
0;11204;9561;5;23.1500;1.000;0;0;01.02.2011;Andere Papeteriewaren;;16.6000;1.000;0;;;zeitPos=1|sortNr=32;23.1500;1.000;0;;;;;;
0;11204;9561;10;14.5000;1.000;0;0;01.01.2016;Andere Papeteriewaren;;10.9000;1.000;0;;;zeitPos=1|sortNr=30;14.5000;1.000;0;;;;;;
0;11204;9561;11;6.8000;1.000;0;0;01.10.2015;Andere Papeteriewaren;;6.0000;1.000;0;;;zeitPos=1|sortNr=31;6.8000;1.000;0;;;;;;
0;11204;9561;13;4.3000;1.000;0;0;01.04.2015;Andere Papeteriewaren;;4.5000;1.000;0;;;zeitPos=1|sortNr=35;4.3000;1.000;0;;;;;;
0;11204;9561;14;1.4500;1.000;0;0;01.02.2016;Andere Papeteriewaren;;1.4000;1.000;0;;;zeitPos=1|sortNr=34;1.4500;1.000;0;;;;;;
0;11204;9561;17;2.9000;1.000;0;0;01.02.2016;Andere Papeteriewaren;;2.8000;1.000;0;;;zeitPos=1|sortNr=33;2.9000;1.000;0;;;;;;
0;11205;5266;1;3.9000;20.000;0;0;01.01.2016;Klebstoff;;3.9000;20.000;0;;;zeitPos=1|sortNr=1;3.9000;20.000;0;;;;;;
0;11205;5266;2;7.1500;200.000;0;0;01.03.2016;Klebstoff;;7.1500;200.000;0;;;zeitPos=1|sortNr=2;7.1500;200.000;0;;;;;;
0;11205;9546;2;12.0000;1.000;0;0;01.03.2016;Land- und Strassenkarten;;9.7000;1.000;0;;;zeitPos=1|sortNr=3;12.0000;1.000;0;;;;;;
0;11205;9546;3;14.5000;1.000;0;0;01.06.2002;Land- und Strassenkarten;;11.5000;1.000;0;;;zeitPos=1|sortNr=4;14.5000;1.000;0;;;;;;
0;11205;9546;5;14.5000;1.000;0;0;01.06.2004;Land- und Strassenkarten;;14.5000;1.000;0;;;zeitPos=1|sortNr=5;14.5000;1.000;0;;;;;;
0;11205;9546;6;41.1000;1.000;0;0;01.03.2016;Land- und Strassenkarten;;60.8000;1.000;0;;;zeitPos=1|sortNr=6;41.1000;1.000;0;;;;;;
0;11205;9548;1;5.9000;1.000;0;0;01.03.2008;Gruss-, Wunsch- und Ansichtskarten;;5.9000;1.000;0;;;zeitPos=1|sortNr=7;5.9000;1.000;0;;;;;;
0;11205;9548;2;7.9000;1.000;0;0;01.04.2014;Gruss-, Wunsch- und Ansichtskarten;;7.5000;1.000;0;;;zeitPos=1|sortNr=8;7.9000;1.000;0;;;;;;
0;11205;9548;3;6.9000;1.000;0;0;01.06.2007;Gruss-, Wunsch- und Ansichtskarten;;7.0000;1.000;0;;;zeitPos=1|sortNr=9;6.9000;1.000;0;;;;;;
0;11205;9548;4;6.5000;1.000;0;0;01.02.2014;Gruss-, Wunsch- und Ansichtskarten;;6.5000;1.000;0;;;zeitPos=1|sortNr=10;6.5000;1.000;0;;;;;;
0;11205;9556;1;7.0000;500.000;0;0;01.05.2012;Schreib- und Druckerpapier;;8.0000;500.000;0;;;zeitPos=1|sortNr=11;7.0000;500.000;0;;;;;;
0;11205;9556;2;15.9000;500.000;0;0;01.11.2013;Schreib- und Druckerpapier;;26.0000;100.000;0;;;zeitPos=1|sortNr=12;15.9000;500.000;0;;;;;;
0;11205;9557;1;3.2000;1.000;0;0;01.03.2014;Schreibblock;;2.9000;1.000;0;;;zeitPos=1|sortNr=13;3.2000;1.000;0;;;;;;
0;11205;9557;2;2.7000;1.000;0;0;01.04.2014;Schreibblock;;4.6000;1.000;0;;;zeitPos=1|sortNr=14;2.7000;1.000;0;;;;;;
0;11205;9558;4;3.5000;50.000;0;0;01.11.2013;Briefumschläge;;2.9000;50.000;0;;;zeitPos=1|sortNr=15;3.5000;50.000;0;;;;;;
0;11205;9558;5;4.3000;10.000;0;0;01.03.2014;Briefumschläge;;4.8000;10.000;0;;;zeitPos=1|sortNr=16;4.3000;10.000;0;;;;;;
0;11205;9558;7;4.1000;20.000;0;0;01.03.2016;Briefumschläge;;4.0000;20.000;0;;;zeitPos=1|sortNr=17;4.1000;20.000;0;;;;;;
0;11205;9559;10;2.5000;1.000;0;0;01.03.2014;Schreibgeräte;;2.4000;1.000;0;;;zeitPos=1|sortNr=18;2.5000;1.000;0;;;;;;
0;11205;9559;11;19.6000;1.000;0;0;01.03.2016;Schreibgeräte;;13.0000;1.000;0;;;zeitPos=1|sortNr=19;19.6000;1.000;0;;;;;;
0;11205;9559;12;5.1000;1.000;0;0;01.02.2015;Schreibgeräte;;5.6000;1.000;0;;;zeitPos=1|sortNr=20;5.1000;1.000;0;;;;;;
0;11205;9559;13;1.6000;1.000;0;0;01.03.2016;Schreibgeräte;;1.6000;1.000;0;;;zeitPos=1|sortNr=21;1.6000;1.000;0;;;;;;
0;11205;9560;1;24.3000;1.000;0;0;01.01.2016;Farben zum Zeichnen und Malen;;15.5000;1.000;0;;;zeitPos=1|sortNr=22;24.3000;1.000;0;;;;;;
0;11205;9560;4;36.7000;1.000;0;0;01.01.2016;Farben zum Zeichnen und Malen;;25.9000;1.000;0;;;zeitPos=1|sortNr=24;36.7000;1.000;0;;;;;;
0;11205;9560;5;52.5000;1.000;0;0;01.03.2016;Farben zum Zeichnen und Malen;;2.2000;1.000;0;;;zeitPos=1|sortNr=25;52.5000;1.000;0;;;;;;
0;11205;9560;6;297.0000;1.000;0;0;01.03.2016;Farben zum Zeichnen und Malen;;2.5000;1.000;0;;;zeitPos=1|sortNr=26;297.0000;1.000;0;;;;;;
0;11205;9560;8;61.0000;1.000;0;0;01.01.2016;Farben zum Zeichnen und Malen;;46.2000;1.000;0;;;zeitPos=1|sortNr=27;61.0000;1.000;0;;;;;;
0;11205;9560;9;19.2000;1.000;0;0;01.01.2016;Farben zum Zeichnen und Malen;;19.2000;1.000;0;;;zeitPos=1|sortNr=23;19.2000;1.000;0;;;;;;
0;11205;9561;2;14.5000;1.000;0;0;01.03.2016;Andere Papeteriewaren;;11.3000;1.000;0;;;zeitPos=1|sortNr=28;14.5000;1.000;0;;;;;;
0;11205;9561;3;23.1500;1.000;0;0;01.02.2015;Andere Papeteriewaren;;16.5000;1.000;0;;;zeitPos=1|sortNr=29;23.1500;1.000;0;;;;;;
0;11205;9561;4;2.6000;1.000;0;0;01.03.2016;Andere Papeteriewaren;;2.0000;1.000;0;;;zeitPos=1|sortNr=30;2.6000;1.000;0;;;;;;
0;11205;9561;5;4.0000;1.000;0;0;01.11.2013;Andere Papeteriewaren;;4.5000;1.000;0;;;zeitPos=1|sortNr=31;4.0000;1.000;0;;;;;;
0;11205;9561;8;4.3000;1.000;0;0;01.03.2016;Andere Papeteriewaren;;4.3000;1.000;0;;;zeitPos=1|sortNr=32;4.3000;1.000;0;;;;;;
0;11205;9561;9;2.2000;1.000;0;0;01.02.2016;Andere Papeteriewaren;;2.2000;1.000;0;;;zeitPos=1|sortNr=33;2.2000;1.000;0;;;;;;
0;11207;11005;2;26.0000;1.000;0;0;01.10.2012;Tagesteller;;20.5000;1.000;0;;;zeitPos=1|sortNr=1;26.0000;1.000;0;;;;;;
0;11207;11005;3;16.0000;1.000;0;0;01.09.2016;Tagesteller;;18.0000;1.000;0;;;zeitPos=1|sortNr=2;16.0000;1.000;0;;;;;;
0;11207;11006;1;40.0000;1.000;0;0;01.08.2011;Paniertes Schnitzel mit Beilage;;40.0000;1.000;0;;;zeitPos=1|sortNr=3;40.0000;1.000;0;;;;;;
0;11207;11007;1;40.0000;1.000;0;0;01.07.2007;Geschnetzeltes mit Beilage;;34.0000;1.000;0;;;zeitPos=1|sortNr=4;40.0000;1.000;0;;;;;;
0;11207;11008;1;40.0000;1.000;0;0;01.01.2005;Entrecôte mit Beilage;;29.0000;1.000;0;;;zeitPos=1|sortNr=5;40.0000;1.000;0;;;;;;
0;11207;11010;1;28.0000;1.000;0;0;01.07.2007;Pouletgericht mit Beilage;;22.0000;1.000;0;;;zeitPos=1|sortNr=6;28.0000;1.000;0;;;;;;
0;11207;11011;1;30.0000;1.000;0;0;01.10.2012;Fischfilet mit Beilage;;27.0000;1.000;0;;;zeitPos=1|sortNr=7;30.0000;1.000;0;;;;;;
0;11207;11012;1;18.0000;1.000;0;0;01.07.2007;Pasta / Teigwaren;;12.0000;1.000;0;;;zeitPos=1|sortNr=8;18.0000;1.000;0;;;;;;
0;11207;11014;1;19.0000;1.000;0;0;01.01.2015;Pizza;;16.0000;1.000;0;;;zeitPos=1|sortNr=9;19.0000;1.000;0;;;;;;
0;11207;11015;1;20.0000;1.000;0;0;01.01.2015;Vegetarischer Teller;;16.0000;1.000;0;;;zeitPos=1|sortNr=10;20.0000;1.000;0;;;;;;
0;11207;11018;1;10.0000;1.000;0;0;01.10.2012;Portion Pommes frites;;7.0000;1.000;0;;;zeitPos=1|sortNr=11;10.0000;1.000;0;;;;;;
0;11207;11019;1;97.0000;1.000;0;0;01.07.2015;Andere warme Gerichte;;91.0000;1.000;0;;;zeitPos=1|sortNr=12;97.0000;1.000;0;;;;;;
0;11207;11019;2;19.0000;1.000;0;0;01.07.2007;Andere warme Gerichte;;16.0000;1.000;0;;;zeitPos=1|sortNr=13;19.0000;1.000;0;;;;;;
0;11207;11020;1;21.0000;1.000;0;0;01.10.2012;Brasserie-Speisen;;16.5000;1.000;0;;;zeitPos=1|sortNr=14;21.0000;1.000;0;;;;;;
0;11207;11020;2;19.0000;1.000;0;0;01.10.2012;Brasserie-Speisen;;13.5000;1.000;0;;;zeitPos=1|sortNr=15;19.0000;1.000;0;;;;;;
0;11207;11020;4;21.0000;1.000;0;0;01.02.2014;Brasserie-Speisen;;21.0000;1.000;0;;;zeitPos=1|sortNr=16;21.0000;1.000;0;;;;;;
0;11207;11021;1;11.0000;1.000;0;0;01.07.2015;Suppe;;9.0000;1.000;0;;;zeitPos=1|sortNr=37;11.0000;1.000;0;;;;;;
0;11207;11026;1;8.5000;1.000;0;0;01.07.2007;Salat als Beilage;;7.0000;1.000;0;;;zeitPos=1|sortNr=17;8.5000;1.000;0;;;;;;
0;11207;11027;1;20.0000;1.000;0;0;01.07.2015;Salatteller;;13.0000;1.000;0;;;zeitPos=1|sortNr=18;20.0000;1.000;0;;;;;;
0;11207;11028;1;8.5000;1.000;0;0;01.04.2002;Sandwich;;8.5000;1.000;0;;;zeitPos=1|sortNr=19;8.5000;1.000;0;;;;;;
0;11207;11037;1;7.0000;2.000;0;0;01.09.2012;Kugel Glace;;6.6000;2.000;0;;;zeitPos=1|sortNr=20;7.0000;2.000;0;;;;;;
0;11207;11040;1;8.0000;1.000;0;0;01.07.2013;Früchtekuchen oder -küchlein;;5.5000;1.000;0;;;zeitPos=1|sortNr=21;8.0000;1.000;0;;;;;;
0;11207;11041;1;10.0000;1.000;0;0;01.01.2006;Andere Desserts;;9.0000;1.000;0;;;zeitPos=1|sortNr=22;10.0000;1.000;0;;;;;;
0;11207;11053;1;5.5000;1.000;0;0;01.03.2014;Rotwein Offenweinqualität, 1dl;;4.3000;1.000;0;;;zeitPos=1|sortNr=23;5.5000;1.000;0;;;;;;
0;11207;11055;1;7.5000;1.000;0;0;01.03.2014;Rosé Offenweinqualität, 1dl;;3.5000;1.000;0;;;zeitPos=1|sortNr=24;7.5000;1.000;0;;;;;;
0;11207;11056;2;8.0000;1.000;0;0;01.01.2015;Weisswein Offenweinqualität, 1dl;;8.0000;1.000;0;;;zeitPos=1|sortNr=25;8.0000;1.000;0;;;;;;
0;11207;11058;1;7.0000;1.000;0;0;01.01.2015;Rotwein Flaschenweinqualität, 1dl;;5.8000;1.000;0;;;zeitPos=1|sortNr=26;7.0000;1.000;0;;;;;;
0;11207;11059;1;7.0000;1.000;0;0;01.05.2010;Weisswein Flaschenweinqualität, 1dl;;5.5000;1.000;0;;;zeitPos=1|sortNr=27;7.0000;1.000;0;;;;;;
0;11207;11071;1;6.0000;3.000;0;0;01.10.2015;Lagerbier, 3 dl-Glas (Stange);;5.5000;2.500;0;;;zeitPos=1|sortNr=38;6.0000;3.000;0;;;;;;
0;11207;11074;2;6.0000;3.000;0;0;01.09.2015;Andere Biersorten;;4.2000;3.000;0;;;zeitPos=1|sortNr=28;6.0000;3.000;0;;;;;;
0;11207;11076;2;7.0000;2.000;0;0;01.10.2001;Spirituosen;;5.5000;2.000;0;;;zeitPos=1|sortNr=29;7.0000;2.000;0;;;;;;
0;11207;11078;1;6.5000;4.000;0;0;01.10.2012;Apéro- und Likörgetränke;;6.0000;4.000;0;;;zeitPos=1|sortNr=30;6.5000;4.000;0;;;;;;
0;11207;11079;1;8.0000;3.300;0;0;01.10.2012;Lagerbier, Flasche;;6.5000;3.300;0;;;zeitPos=1|sortNr=31;8.0000;3.300;0;;;;;;
0;11207;11094;1;3.5000;1.000;0;0;01.02.2013;Espresso;;3.4000;1.000;0;;;zeitPos=1|sortNr=32;3.5000;1.000;0;;;;;;
0;11207;11095;1;5.8000;1.000;0;0;01.02.2013;Anderer Kaffee;;3.8000;1.000;0;;;zeitPos=1|sortNr=33;5.8000;1.000;0;;;;;;
0;11207;11101;1;4.8000;1.000;0;0;01.09.2012;Schwarztee;;3.7000;1.000;0;;;zeitPos=1|sortNr=34;4.8000;1.000;0;;;;;;
0;11207;11104;1;5.8000;3.300;0;0;01.07.2014;Mineralwasser und Süssgetränke, 3.3 dl Flasche;;4.8000;3.000;0;;;zeitPos=1|sortNr=35;5.8000;3.300;0;;;;;;
0;11207;11105;1;5.4000;3.000;0;0;01.09.2012;Mineralwasser und Süssgetränke, offen, 3 dl;;4.5000;3.000;0;;;zeitPos=1|sortNr=36;5.4000;3.000;0;;;;;;
0;11286;7115;2;30.0000;1.000;0;0;01.02.2014;Öle und Fette;;46.0000;1.000;0;;;zeitPos=1|sortNr=1;30.0000;1.000;0;;;;;;
0;11286;7115;4;26.5000;1.000;0;0;01.02.2016;Öle und Fette;;25.5000;1.000;0;;;zeitPos=1|sortNr=2;26.5000;1.000;0;;;;;;
0;11289;9306;7;4.5000;1.000;1;0;01.11.2016;Rosen;;6.9000;1.000;0;;;zeitPos=1|sortNr=5;5.9000;1.000;0;;;;;;
0;11289;9306;8;13.9000;10.000;0;0;01.10.2016;Rosen;;13.9000;10.000;0;R;;zeitPos=1|sortNr=6;13.9000;10.000;0;;;;;;
0;11289;9307;1;6.9000;10.000;1;0;01.03.2016;Tulpen;;7.9000;10.000;0;;;zeitPos=1|sortNr=4;7.9000;10.000;0;;;;;;
0;11289;9308;9;6.9000;1.000;0;0;01.08.2014;Lilien;;7.5000;1.000;0;;;zeitPos=1|sortNr=7;6.9000;1.000;0;;;;;;
0;11289;9310;1;12.9000;1.000;1;0;01.11.2016;Gemischter Strauss;;15.9000;1.000;0;;;zeitPos=1|sortNr=8;13.9000;1.000;0;;;;;;
0;11289;9317;12;23.9000;1.000;0;0;01.10.2016;Orchideen;;30.8000;1.000;0;;;zeitPos=1|sortNr=9;23.9000;1.000;0;;;;;;
0;11289;9318;2;30.9000;1.000;0;0;01.06.2016;Anthurien;;30.9000;1.000;0;;;zeitPos=1|sortNr=1;30.9000;1.000;0;;;;;;
0;11289;9319;2;20.9000;1.000;0;0;01.07.2016;Zimmerpalmen;;20.9000;1.000;0;;;zeitPos=1|sortNr=10;20.9000;1.000;0;;;;;;
0;11289;9371;1;2.7500;1.000;0;0;01.02.2016;Pflanzengefässe und -töpfe;;2.7500;1.000;0;;;zeitPos=1|sortNr=3;2.7500;1.000;0;;;;;;
0;11289;9372;1;4.9500;3.000;0;0;01.02.2016;Pflanzen- und Gartenerde;;4.9500;3.000;0;;;zeitPos=1|sortNr=4;4.9500;3.000;0;;;;;;
0;11289;9373;2;5.5000;500.000;0;0;01.12.2015;Dünger (in ml);;5.5000;500.000;0;;;zeitPos=1|sortNr=2;5.5000;500.000;0;;;;;;
0;11290;9306;3;9.9500;12.000;0;0;01.11.2016;Rosen;;11.2000;20.000;0;;;zeitPos=1|sortNr=3;9.9500;12.000;0;;;;;;
0;11290;9306;4;6.5000;1.000;0;0;01.01.2016;Rosen;;6.5000;1.000;0;;;zeitPos=1|sortNr=2;6.5000;1.000;0;;;;;;
0;11290;9307;1;7.5000;10.000;1;0;01.04.2016;Tulpen;;8.5000;10.000;0;;;zeitPos=1|sortNr=5;8.5000;10.000;0;;;;;;
0;11290;9308;1;5.5000;1.000;0;0;01.01.2016;Lilien;;5.5000;1.000;0;;;zeitPos=1|sortNr=5;5.5000;1.000;0;;;;;;
0;11290;9309;1;4.5000;1.000;0;0;01.01.2016;Gerbera;;4.5000;1.000;0;;;zeitPos=1|sortNr=6;4.5000;1.000;0;;;;;;
0;11290;9310;1;20.9500;1.000;0;0;01.11.2016;Gemischter Strauss;;14.9500;1.000;0;;;zeitPos=1|sortNr=4;20.9500;1.000;0;;;;;;
0;11290;9317;19;20.9500;1.000;0;0;01.11.2016;Orchideen;;18.9500;1.000;0;;;zeitPos=1|sortNr=1;20.9500;1.000;0;;;;;;
0;11290;9319;27;40.9500;1.000;0;0;01.08.2016;Zimmerpalmen;;40.9500;1.000;0;;;zeitPos=1|sortNr=10;40.9500;1.000;0;;;;;;
0;11290;9371;1;2.9000;1.000;0;0;01.02.2016;Pflanzengefässe und -töpfe;;2.9000;1.000;0;;;zeitPos=1|sortNr=8;2.9000;1.000;0;;;;;;
0;11290;9372;1;7.9500;18.000;0;0;01.07.2016;Pflanzen- und Gartenerde;;4.9500;10.000;0;;;zeitPos=1|sortNr=7;7.9500;18.000;0;;;;;;
0;11290;9373;1;9.9500;1000.000;0;0;01.12.2015;Dünger (in ml);;9.9500;1000.000;0;;;zeitPos=1|sortNr=9;9.9500;1000.000;0;;;;;;
0;11290;9547;1;18.9000;1.000;0;0;01.01.2016;Kalender;;18.9000;1.000;0;;;zeitPos=1|sortNr=14;18.9000;1.000;0;;;;;;
0;11290;9547;2;13.9000;1.000;0;0;01.01.2016;Kalender;;13.9000;1.000;0;;;zeitPos=1|sortNr=13;13.9000;1.000;0;;;;;;
0;11290;9547;3;10.9000;1.000;0;0;01.01.2016;Kalender;;10.9000;1.000;0;;;zeitPos=1|sortNr=12;10.9000;1.000;0;;;;;;
0;11290;9547;5;20.9000;1.000;0;0;01.11.2016;Kalender;;20.9000;1.000;0;;;zeitPos=1|sortNr=11;20.9000;1.000;0;;;;;;
0;11292;1004;5;11.1000;1.000;0;0;01.05.2016;Reis (ohne Zusatz);;5.9500;0.600;0;RR;;zeitPos=1|sortNr=41;11.1000;1.000;0;;;;;;
0;11292;1004;6;4.9000;1.000;0;0;01.03.2016;Reis (ohne Zusatz);;4.5000;1.000;0;;;zeitPos=1|sortNr=39;4.9000;1.000;0;;;;;;
0;11292;1004;7;3.9000;1.000;0;0;01.05.2016;Reis (ohne Zusatz);;3.1500;1.000;0;;;zeitPos=1|sortNr=40;3.9000;1.000;0;;;;;;
0;11292;1005;1;10.9000;300.000;0;0;01.06.2016;Reisspezialitäten (gewürzt);;10.6000;300.000;0;;;zeitPos=1|sortNr=54;10.9000;300.000;0;;;;;;
0;11292;1009;1;3.0000;1.000;0;0;01.03.2016;Weissmehl;;3.2500;1.000;0;;;zeitPos=1|sortNr=33;3.0000;1.000;0;;;;;;
0;11292;1010;1;3.2000;1.000;0;0;01.04.2016;Andere Mehle und Stärke;;3.2500;1.000;0;;;zeitPos=1|sortNr=31;3.2000;1.000;0;;;;;;
0;11292;1010;2;3.2000;1.000;0;0;01.12.2015;Andere Mehle und Stärke;;2.9500;1.000;0;;;zeitPos=1|sortNr=32;3.2000;1.000;0;;;;;;
0;11292;1011;2;5.7000;0.500;0;0;01.04.2016;Griess;;5.6000;0.500;0;;;zeitPos=1|sortNr=56;5.7000;0.500;0;;;;;;
0;11292;1011;3;6.1000;0.180;0;0;01.04.2016;Griess;;5.9000;0.188;0;;;zeitPos=1|sortNr=55;6.1000;0.180;0;;;;;;
0;11292;1012;1;6.6000;0.500;0;0;01.12.2015;Getreidekörner und -samen;;6.6000;0.500;0;;;zeitPos=1|sortNr=43;6.6000;0.500;0;;;;;;
0;11292;1012;2;10.7000;1.000;0;0;01.11.2016;Getreidekörner und -samen;;10.2000;1.000;0;;;zeitPos=1|sortNr=42;10.7000;1.000;0;;;;;;
0;11292;1017;1;4.0000;500.000;0;0;01.02.2015;Ruchbrot;;3.5000;500.000;0;;;zeitPos=1|sortNr=20;4.0000;500.000;0;;;;;;
0;11292;1018;1;4.3000;500.000;0;0;01.05.2016;Halbweissbrot;;3.6000;500.000;0;;;zeitPos=1|sortNr=19;4.3000;500.000;0;;;;;;
0;11292;1022;1;6.7000;500.000;0;0;01.04.2011;Zopf;;5.8000;500.000;0;;;zeitPos=1|sortNr=18;6.7000;500.000;0;;;;;;
0;11292;1023;1;3.3000;250.000;0;0;01.02.2015;Andere frische Brote;;5.2000;400.000;0;;;zeitPos=1|sortNr=17;3.3000;250.000;0;;;;;;
0;11292;1023;2;4.5000;400.000;0;0;01.02.2015;Andere frische Brote;;4.0000;400.000;0;;;zeitPos=1|sortNr=16;4.5000;400.000;0;;;;;;
0;11292;1024;1;4.1000;500.000;0;0;01.02.2015;Weissbrot;;3.6500;500.000;0;;;zeitPos=1|sortNr=15;4.1000;500.000;0;;;;;;
0;11292;1024;2;5.1000;220.000;0;0;01.01.2016;Weissbrot;;5.1000;220.000;0;;;zeitPos=1|sortNr=13;5.1000;220.000;0;;;;;;
0;11292;1028;1;2.1000;1.000;0;0;01.04.2011;Weggli;;1.8000;1.000;0;;;zeitPos=1|sortNr=11;2.1000;1.000;0;;;;;;
0;11292;1029;1;2.3000;1.000;0;0;01.05.2014;Gipfeli;;1.9500;1.000;0;;;zeitPos=1|sortNr=10;2.3000;1.000;0;;;;;;
0;11292;1030;1;1.9000;1.000;0;0;01.02.2015;Mütschli, Bürli;;1.6000;1.000;0;;;zeitPos=1|sortNr=14;1.9000;1.000;0;;;;;;
0;11292;1033;1;3.2000;1.000;0;0;01.10.2012;Andere frische Brötli;;2.5000;1.000;0;;;zeitPos=1|sortNr=6;3.2000;1.000;0;;;;;;
0;11292;1033;2;3.0000;1.000;0;0;01.02.2016;Andere frische Brötli;;3.0000;1.000;0;;;zeitPos=1|sortNr=12;3.0000;1.000;0;;;;;;
0;11292;1037;1;3.0000;1.000;0;0;01.04.2011;Gefüllte Gipfel und Brötchen, frisch;;2.3000;1.000;0;;;zeitPos=1|sortNr=7;3.0000;1.000;0;;;;;;
0;11292;1037;2;3.2000;1.000;0;0;01.04.2011;Gefüllte Gipfel und Brötchen, frisch;;3.0000;1.000;0;;;zeitPos=1|sortNr=8;3.2000;1.000;0;;;;;;
0;11292;1039;1;4.6000;1.000;0;0;01.02.2015;Früchtekuchen;;3.7000;1.000;0;;;zeitPos=1|sortNr=3;4.6000;1.000;0;;;;;;
0;11292;1039;2;4.4000;1.000;0;0;01.05.2016;Früchtekuchen;;4.7000;1.000;0;;;zeitPos=1|sortNr=2;4.4000;1.000;0;;;;;;
0;11292;1040;1;2.8000;1.000;0;0;01.04.2011;Stückli;;2.5500;1.000;0;;;zeitPos=1|sortNr=5;2.8000;1.000;0;;;;;;
0;11292;1042;2;3.6000;1.000;0;0;01.02.2015;Patisserie mit Cremefüllung;;4.4000;1.000;0;;;zeitPos=1|sortNr=9;3.6000;1.000;0;;;;;;
0;11292;1044;5;5.2000;1.000;0;0;01.02.2015;Anderes Feingebäck und Konditoreiwaren, abgepackt;;4.3000;1.000;0;;;zeitPos=1|sortNr=4;5.2000;1.000;0;;;;;;
0;11292;1044;6;3.4000;1.000;0;0;01.01.2016;Anderes Feingebäck und Konditoreiwaren, abgepackt;;3.4000;1.000;0;;;zeitPos=1|sortNr=1;3.4000;1.000;0;;;;;;
0;11292;1047;1;4.5000;130.000;0;0;01.01.2016;Weitere Produkte auf Getreidebasis;;4.5000;130.000;0;;;zeitPos=1|sortNr=53;4.5000;130.000;0;;;;;;
0;11292;1049;1;5.4000;165.000;0;0;01.04.2016;Zwieback;;5.6000;250.000;0;;;zeitPos=1|sortNr=220;5.4000;165.000;0;;;;;;
0;11292;1050;2;4.2500;225.000;0;0;01.02.2016;Knäckebrot;;4.1000;225.000;0;;;zeitPos=1|sortNr=221;4.2500;225.000;0;;;;;;
0;11292;1051;1;5.2000;125.000;0;0;01.05.2016;Apéro- und Salzgebäcke;;5.6000;200.000;0;;;zeitPos=1|sortNr=286;5.2000;125.000;0;;;;;;
0;11292;1051;2;3.2000;100.000;0;0;01.06.2015;Apéro- und Salzgebäcke;;3.1500;100.000;0;;;zeitPos=1|sortNr=272;3.2000;100.000;0;;;;;;
0;11292;1052;1;5.6000;250.000;0;0;01.03.2016;Trockenbiscuits (süss);;4.0000;250.000;0;;;zeitPos=1|sortNr=271;5.6000;250.000;0;;;;;;
0;11292;1052;2;4.4000;160.000;0;0;01.03.2016;Trockenbiscuits (süss);;4.1000;160.000;0;;;zeitPos=1|sortNr=270;4.4000;160.000;0;;;;;;
0;11292;1053;1;5.6000;250.000;0;0;01.06.2016;Waffelbiscuit;;4.9500;250.000;0;;;zeitPos=1|sortNr=273;5.6000;250.000;0;;;;;;
0;11292;1054;3;4.1000;240.000;0;0;01.06.2016;Schnittbrot abgepackt;;3.2000;250.000;0;;;zeitPos=1|sortNr=21;4.1000;240.000;0;;;;;;
0;11292;1055;1;9.2000;120.000;0;0;01.11.2016;Cake, abgepackt;;9.2000;120.000;0;;;zeitPos=1|sortNr=23;9.2000;120.000;0;;;;;;
