Schemanummer;Preiserhebungsort (PMS);Erhebungspositionsnummer;Laufnummer;Preis T;Menge T;Aktionscode;Ausverkauf;Datum (Preis gültig seit);Text;Artikelnummer;Basispreis;Basismenge;Sonderpreis;Fehlende Preise -R-;Bemerkungen;Tablet Informationen;Preis vor Reduktion;Menge vor Reduktion;Preisreihe ist zu beenden;Produktmerkmal 1;Produktmerkmal 2;Produktmerkmal 3;Produktmerkmal 4;Produktmerkmal 5
0;9369;9438;2;17.5000;1.000;0;0;01.03.2015;Kino, Kat. 2 (mittlere);;17.0000;1.000;0;;;zeitPos=1|sortNr=6;17.5000;1.000;0;;;;;;
0;9369;9438;3;17.5000;1.000;0;0;01.03.2015;Kino, Kat. 2 (mittlere);;17.0000;1.000;0;;;zeitPos=1|sortNr=3;17.5000;1.000;0;;;;;;
0;9369;9439;1;13.5000;1.000;0;0;01.03.2015;Kino, Kat. 3 (billigste);;15.0000;1.000;0;;;zeitPos=1|sortNr=7;13.5000;1.000;0;;;;;;
0;9369;9439;3;40.0000;1.000;0;0;01.12.2014;Kino, Kat. 3 (billigste);;40.0000;1.000;0;;;zeitPos=1|sortNr=8;40.0000;1.000;0;;;;;;
0;9370;9438;1;19.0000;1.000;0;0;01.03.2011;Kino, Kat. 2 (mittlere);;19.0000;1.000;0;;;zeitPos=1|sortNr=1;19.0000;1.000;0;;;;;;
0;9370;9438;2;15.0000;1.000;0;0;01.03.2011;Kino, Kat. 2 (mittlere);;15.0000;1.000;0;;;zeitPos=1|sortNr=3;15.0000;1.000;0;;;;;;
0;9370;9438;3;17.0000;1.000;0;0;01.03.2011;Kino, Kat. 2 (mittlere);;17.0000;1.000;0;;;zeitPos=1|sortNr=2;17.0000;1.000;0;;;;;;
0;9370;9439;1;14.0000;1.000;0;0;01.03.2011;Kino, Kat. 3 (billigste);;14.0000;1.000;0;;;zeitPos=1|sortNr=4;14.0000;1.000;0;;;;;;
0;9371;9437;1;17.0000;1.000;0;0;01.12.2010;Kino, Kat. 1 (teuerste);;17.0000;1.000;0;;;zeitPos=1|sortNr=1;17.0000;1.000;0;;;;;;
0;9371;9438;1;14.0000;1.000;0;0;01.12.2010;Kino, Kat. 2 (mittlere);;14.0000;1.000;0;;;zeitPos=1|sortNr=3;14.0000;1.000;0;;;;;;
0;9371;9438;2;14.0000;1.000;0;0;01.12.2010;Kino, Kat. 2 (mittlere);;14.0000;1.000;0;;;zeitPos=1|sortNr=2;14.0000;1.000;0;;;;;;
0;9371;9439;1;9.0000;1.000;0;0;01.12.2010;Kino, Kat. 3 (billigste);;9.0000;1.000;0;;;zeitPos=1|sortNr=5;9.0000;1.000;0;;;;;;
0;9371;9439;2;9.0000;1.000;0;0;01.12.2010;Kino, Kat. 3 (billigste);;9.0000;1.000;0;;;zeitPos=1|sortNr=4;9.0000;1.000;0;;;;;;
0;9379;4091;1;87.1000;100.000;0;0;01.11.2016;800 - 1500 l, pro 100 l;1;50.8000;100.000;0;;;zeitPos=1|sortNr=14;87.1000;100.000;0;;;;;;
0;9379;4091;2;84.7500;100.000;0;0;01.11.2016;800 - 1500 l, pro 100 l;2;93.4500;100.000;0;;;zeitPos=2|sortNr=1;84.7500;100.000;0;;;;;;
0;9379;4092;1;77.9500;100.000;0;0;01.11.2016;1501 - 3000 l, pro 100 l;1;52.2000;100.000;0;;;zeitPos=1|sortNr=15;77.9500;100.000;0;;;;;;
0;9379;4092;2;75.2500;100.000;0;0;01.11.2016;1501 - 3000 l, pro 100 l;1;49.4000;100.000;0;;;zeitPos=1|sortNr=16;75.2500;100.000;0;;;;;;
0;9379;4092;4;75.5500;100.000;0;0;01.11.2016;1501 - 3000 l, pro 100 l;2;87.5500;100.000;0;;;zeitPos=2|sortNr=2;75.5500;100.000;0;;;;;;
0;9379;4092;5;72.8500;100.000;0;0;01.11.2016;1501 - 3000 l, pro 100 l;2;84.3000;100.000;0;;;zeitPos=2|sortNr=3;72.8500;100.000;0;;;;;;
0;9379;4093;1;73.2000;100.000;0;0;01.11.2016;3001 - 6000 l, pro 100 l;1;39.2000;100.000;0;;;zeitPos=1|sortNr=17;73.2000;100.000;0;;;;;;
0;9379;4093;2;70.8000;100.000;0;0;01.11.2016;3001 - 6000 l, pro 100 l;2;80.5500;100.000;0;;;zeitPos=2|sortNr=4;70.8000;100.000;0;;;;;;
0;9379;4094;1;72.4000;100.000;0;0;01.11.2016;6001 - 9000 l, pro 100 l;1;37.3000;100.000;0;;;zeitPos=1|sortNr=18;72.4000;100.000;0;;;;;;
0;9379;4094;2;70.0000;100.000;0;0;01.11.2016;6001 - 9000 l, pro 100 l;2;78.9000;100.000;0;;;zeitPos=2|sortNr=5;70.0000;100.000;0;;;;;;
0;9379;4095;1;71.5500;100.000;0;0;01.11.2016;9001 - 14000 l, pro 100 l;1;36.8000;100.000;0;;;zeitPos=1|sortNr=19;71.5500;100.000;0;;;;;;
0;9379;4095;2;69.2000;100.000;0;0;01.11.2016;9001 - 14000 l, pro 100 l;2;77.8500;100.000;0;;;zeitPos=2|sortNr=6;69.2000;100.000;0;;;;;;
0;9379;4096;2;71.3500;100.000;0;0;01.11.2016;14001 - 20000 l, pro 100 l;1;42.2000;100.000;0;;;zeitPos=1|sortNr=20;71.3500;100.000;0;;;;;;
0;9379;4096;3;68.9500;100.000;0;0;01.11.2016;14001 - 20000 l, pro 100 l;2;76.4500;100.000;0;;;zeitPos=2|sortNr=7;68.9500;100.000;0;;;;;;
0;9379;4097;3;71.0000;100.000;0;0;01.11.2016;über 20000 l, pro 100 l;;92.6000;100.000;0;;;zeitPos=1|sortNr=21;71.0000;100.000;0;;;;;;
0;9379;4097;4;68.6500;100.000;0;0;01.11.2016;über 20000 l, pro 100 l;;93.2500;100.000;0;;;zeitPos=2|sortNr=8;68.6500;100.000;0;;;;;;
0;9379;4098;1;78.4000;100.000;0;0;01.11.2016;Ökoheizöl, 1501 - 3000 l, pro 100 l;1;103.2000;100.000;0;;;zeitPos=1|sortNr=22;78.4000;100.000;0;;;;;;
0;9379;4098;2;76.1000;100.000;0;0;01.11.2016;Ökoheizöl, 1501 - 3000 l, pro 100 l;2;97.2000;100.000;0;;;zeitPos=2|sortNr=9;76.1000;100.000;0;;;;;;
0;9379;4099;1;73.7000;100.000;0;0;01.11.2016;Ökoheizöl, 3001 - 6000 l, pro 100 l;1;89.4000;100.000;0;;;zeitPos=1|sortNr=23;73.7000;100.000;0;;;;;;
0;9379;4099;2;71.3500;100.000;0;0;01.11.2016;Ökoheizöl, 3001 - 6000 l, pro 100 l;2;89.8000;100.000;0;;;zeitPos=2|sortNr=10;71.3500;100.000;0;;;;;;
0;9379;7106;1;2.5100;1.000;0;0;01.11.2016;Benzin, bleifrei 95;;2.2700;1.000;0;;;zeitPos=1|sortNr=24;2.5100;1.000;0;;;;;;
0;9379;7106;2;2.4600;1.000;0;0;01.11.2016;Benzin, bleifrei 95;;2.6200;1.000;0;;;zeitPos=2|sortNr=11;2.4600;1.000;0;;;;;;
0;9379;7107;1;2.5900;1.000;0;0;01.11.2016;Benzin, super, bleifrei 98;;2.3200;1.000;0;;;zeitPos=1|sortNr=25;2.5900;1.000;0;;;;;;
0;9379;7107;2;2.5500;1.000;0;0;01.11.2016;Benzin, super, bleifrei 98;;2.6600;1.000;0;;;zeitPos=2|sortNr=12;2.5500;1.000;0;;;;;;
0;9379;7108;1;2.5300;1.000;0;0;01.11.2016;Diesel;;2.3500;1.000;0;;;zeitPos=1|sortNr=26;2.5300;1.000;0;;;;;;
0;9379;7108;2;2.5100;1.000;0;0;01.11.2016;Diesel;;2.7700;1.000;0;;;zeitPos=2|sortNr=13;2.5100;1.000;0;;;;;;
0;9383;9437;2;18.0000;1.000;0;0;01.03.2016;Kino, Kat. 1 (teuerste);;18.0000;1.000;0;;;zeitPos=1|sortNr=7;18.0000;1.000;0;;;;;;
0;9383;9437;3;14.0000;1.000;0;0;01.03.2016;Kino, Kat. 1 (teuerste);;14.0000;1.000;0;;;zeitPos=1|sortNr=1;14.0000;1.000;0;;;;;;
0;9383;9437;4;16.0000;1.000;0;0;01.03.2016;Kino, Kat. 1 (teuerste);;16.0000;1.000;0;;;zeitPos=1|sortNr=2;16.0000;1.000;0;;;;;;
0;9383;9438;1;16.0000;1.000;0;0;01.03.2016;Kino, Kat. 2 (mittlere);;16.0000;1.000;0;;;zeitPos=1|sortNr=3;16.0000;1.000;0;;;;;;
0;9383;9438;2;12.0000;1.000;0;0;01.03.2016;Kino, Kat. 2 (mittlere);;12.0000;1.000;0;;;zeitPos=1|sortNr=4;12.0000;1.000;0;;;;;;
0;9383;9438;3;14.0000;1.000;0;0;01.03.2016;Kino, Kat. 2 (mittlere);;14.0000;1.000;0;;;zeitPos=1|sortNr=5;14.0000;1.000;0;;;;;;
0;9383;9439;2;14.0000;1.000;0;0;01.03.2016;Kino, Kat. 3 (billigste);;14.0000;1.000;0;;;zeitPos=1|sortNr=6;14.0000;1.000;0;;;;;;
0;9383;9439;3;12.0000;1.000;0;0;01.03.2016;Kino, Kat. 3 (billigste);;12.0000;1.000;0;;;zeitPos=1|sortNr=8;12.0000;1.000;0;;;;;;
0;9383;9439;4;14.0000;1.000;0;0;01.03.2016;Kino, Kat. 3 (billigste);;14.0000;1.000;0;;;zeitPos=1|sortNr=9;14.0000;1.000;0;;;;;;
0;9397;3184;1;76.0000;1.000;0;0;01.05.2015;Gürtel;;56.0000;1.000;0;;;zeitPos=1|sortNr=1;76.0000;1.000;0;Ruffner Eigenmarke;80 - 120 cm.;;;;
0;9397;3184;4;55.0000;1.000;0;0;01.11.2013;Gürtel;;54.0000;1.000;0;;;zeitPos=1|sortNr=2;55.0000;1.000;0;Eigenmarke;120cm;;;;
0;9397;9267;1;141.0000;1.000;0;0;01.05.2015;Tagesrucksäcke/Daypacks;;99.0000;1.000;0;;;zeitPos=1|sortNr=5;141.0000;1.000;0;;;;;;
0;9397;9561;2;91.0000;1.000;0;0;01.01.2008;Andere Papeteriewaren;;87.0000;1.000;0;;;zeitPos=1|sortNr=13;91.0000;1.000;0;;;;;;
0;9397;12172;1;471.0000;1.000;0;0;01.02.2016;Reisetasche;;256.0000;1.000;0;;;zeitPos=1|sortNr=3;471.0000;1.000;0;;;;;;
0;9397;12172;2;321.0000;1.000;0;0;01.08.2016;Reisetasche;;321.0000;1.000;0;;;zeitPos=1|sortNr=4;321.0000;1.000;0;;;;;;
0;9397;12175;2;241.0000;1.000;0;0;01.02.2016;Damentasche;;130.0000;1.000;0;;;zeitPos=1|sortNr=6;241.0000;1.000;0;;;;;;
0;9397;12175;4;181.0000;1.000;0;0;01.01.2010;Damentasche;;180.0000;1.000;0;;;zeitPos=1|sortNr=7;181.0000;1.000;0;;;;;;
0;9397;12175;5;241.0000;1.000;0;0;01.11.2014;Damentasche;;100.0000;1.000;0;;;zeitPos=1|sortNr=8;241.0000;1.000;0;;;;;;
0;9397;12176;1;71.0000;1.000;0;0;01.04.2012;Portemonnaie;;46.0000;1.000;0;;;zeitPos=1|sortNr=10;71.0000;1.000;0;;;;;;
0;9397;12176;2;161.0000;1.000;0;0;01.10.2014;Portemonnaie;;121.0000;1.000;0;;;zeitPos=1|sortNr=9;161.0000;1.000;0;;;;;;
0;9397;12177;2;210.0000;1.000;0;0;01.02.2010;Umhängetasche, Unisex/Herren;;139.0000;1.000;0;;;zeitPos=1|sortNr=12;210.0000;1.000;0;;;;;;
0;9397;12177;3;711.0000;1.000;0;0;01.11.2013;Umhängetasche, Unisex/Herren;;461.0000;1.000;0;;;zeitPos=1|sortNr=11;711.0000;1.000;0;;;;;;
0;9397;12179;4;81.0000;1.000;0;0;01.02.2002;Schirm;;79.0000;1.000;0;;;zeitPos=1|sortNr=14;81.0000;1.000;0;;;;;;
0;9398;3184;1;331.0000;1.000;0;0;01.11.2016;Gürtel;;331.0000;1.000;0;;;zeitPos=1|sortNr=1;331.0000;1.000;0;Louis Vuitton;85 cm;;;;
0;9398;3184;2;381.0000;1.000;0;0;01.05.2016;Gürtel;;381.0000;1.000;0;;;zeitPos=1|sortNr=2;381.0000;1.000;0;Louis Vuitton;90;;;;
0;9398;3185;2;291.0000;1.000;0;0;01.04.2016;Schal und Krawatte;;161.0000;1.000;0;;;zeitPos=1|sortNr=3;291.0000;1.000;0;Louis Vuitton;Seide 100%;0;Foulard;;
0;9398;3185;3;171.0000;1.000;0;0;01.04.2016;Schal und Krawatte;;156.0000;1.000;0;;;zeitPos=1|sortNr=4;171.0000;1.000;0;Louis Vuitton;Seide 100%;0;Krawatte;;
0;9398;12171;2;2701.0000;1.000;0;0;01.04.2016;Reisekoffer;;2341.0000;1.000;0;;;zeitPos=1|sortNr=6;2701.0000;1.000;0;;;;;;
0;9398;12171;4;2611.0000;1.000;0;0;01.04.2016;Reisekoffer;;1991.0000;1.000;0;;;zeitPos=1|sortNr=7;2611.0000;1.000;0;;;;;;
0;9398;12171;5;1961.0000;1.000;0;0;01.04.2016;Reisekoffer;;2141.0000;1.000;0;;;zeitPos=1|sortNr=5;1961.0000;1.000;0;;;;;;
0;9398;12172;1;1121.0000;1.000;0;0;01.04.2016;Reisetasche;;626.0000;1.000;0;;;zeitPos=1|sortNr=8;1121.0000;1.000;0;;;;;;
0;9398;12172;2;1761.0000;1.000;0;0;01.04.2016;Reisetasche;;1451.0000;1.000;0;;;zeitPos=1|sortNr=9;1761.0000;1.000;0;;;;;;
0;9398;12173;2;611.0000;1.000;0;0;01.04.2016;Reisezubehör;;651.0000;1.000;0;;;zeitPos=1|sortNr=10;611.0000;1.000;0;;;;;;
0;9398;12173;4;631.0000;1.000;0;0;01.04.2016;Reisezubehör;;701.0000;1.000;0;;;zeitPos=1|sortNr=11;631.0000;1.000;0;;;;;;
0;9398;12173;5;2031.0000;1.000;0;0;01.05.2016;Reisezubehör;;2031.0000;1.000;0;;;zeitPos=1|sortNr=12;2031.0000;1.000;0;;;;;;
0;9398;12175;1;1131.0000;1.000;0;0;01.04.2016;Damentasche;;656.0000;1.000;0;;;zeitPos=1|sortNr=13;1131.0000;1.000;0;;;;;;
0;9398;12175;4;1081.0000;1.000;0;0;01.06.2016;Damentasche;;1061.0000;1.000;0;;;zeitPos=1|sortNr=15;1081.0000;1.000;0;;;;;;
0;9398;12175;5;1591.0000;1.000;0;0;01.06.2016;Damentasche;;1591.0000;1.000;0;;;zeitPos=1|sortNr=14;1591.0000;1.000;0;;;;;;
0;9398;12176;1;446.0000;1.000;0;0;01.04.2016;Portemonnaie;;311.0000;1.000;0;;;zeitPos=1|sortNr=16;446.0000;1.000;0;;;;;;
0;9398;12176;2;546.0000;1.000;0;0;01.04.2016;Portemonnaie;;491.0000;1.000;0;;;zeitPos=1|sortNr=17;546.0000;1.000;0;;;;;;
0;9398;12177;1;1191.0000;1.000;0;0;01.04.2016;Umhängetasche, Unisex/Herren;;1151.0000;1.000;0;;;zeitPos=1|sortNr=18;1191.0000;1.000;0;;;;;;
0;9398;12177;4;2241.0000;1.000;0;0;01.06.2016;Umhängetasche, Unisex/Herren;;2241.0000;1.000;0;;;zeitPos=1|sortNr=19;2241.0000;1.000;0;;;;;;
0;9398;12179;1;466.0000;1.000;0;0;01.04.2016;Schirm;;281.0000;1.000;0;;;zeitPos=1|sortNr=20;466.0000;1.000;0;;;;;;
0;9398;12189;1;581.0000;1.000;0;0;01.06.2016;Sonnenbrille;;581.0000;1.000;0;;;zeitPos=1|sortNr=21;581.0000;1.000;0;;;;;;
0;9433;11131;1;6.5000;1.000;0;0;01.12.2015;Sandwiches Schnellverpflegung;;6.5000;1.000;0;;;zeitPos=1|sortNr=1;6.5000;1.000;0;;;;;;
0;9433;11132;1;6.9000;1.000;0;0;01.12.2015;Fertigsalate;;6.9000;1.000;0;;;zeitPos=1|sortNr=2;6.9000;1.000;0;;;;;;
0;9433;11133;2;10.5000;1.000;0;0;01.12.2015;Andere Mahlzeiten Schnellverpflegung;;10.5000;1.000;0;;;zeitPos=1|sortNr=3;10.5000;1.000;0;;;;;;
0;9433;11133;3;7.5000;1.000;0;0;01.01.2016;Andere Mahlzeiten Schnellverpflegung;;7.5000;1.000;0;;;zeitPos=1|sortNr=5;7.5000;1.000;0;;;;;;
0;9433;11133;4;8.5000;1.000;0;0;01.01.2016;Andere Mahlzeiten Schnellverpflegung;;8.5000;1.000;0;;;zeitPos=1|sortNr=4;8.5000;1.000;0;;;;;;
0;9433;11134;1;6.0000;5.000;0;0;01.01.2016;Mineralwasser, Süssgetränke und Säfte Schnellverpflegung;;6.0000;5.000;0;;;zeitPos=1|sortNr=9;6.0000;5.000;0;;;;;;
0;9433;11136;1;14.0000;1.000;0;0;01.12.2015;Menu Schnellverpflegung;;14.0000;1.000;0;;;zeitPos=1|sortNr=6;14.0000;1.000;0;;;;;;
0;9433;11141;1;5.1000;1.000;0;0;01.12.2015;Kaffee und Tee Schnellverpflegung;;5.1000;1.000;0;;;zeitPos=1|sortNr=7;5.1000;1.000;0;;;;;;
0;9433;11146;1;8.0000;5.000;0;0;01.12.2015;Bier Schnellverpflegung;;8.0000;5.000;0;;;zeitPos=1|sortNr=8;8.0000;5.000;0;;;;;;
0;9438;9212;5;90.8000;1.000;0;0;01.11.2015;Konstruktions- und Technik-Spielwaren;499.027;80.8000;1.000;0;;;zeitPos=1|sortNr=1;90.8000;1.000;0;Lego Duplo;;;;;
0;9438;9212;6;150.0000;1.000;0;0;01.08.2016;Konstruktions- und Technik-Spielwaren;413.186;128.0000;1.000;0;;;zeitPos=1|sortNr=2;150.0000;1.000;0;Albisbrunn;;;;;
0;9438;9212;7;60.8000;1.000;0;0;01.06.2008;Konstruktions- und Technik-Spielwaren;426.228;65.0000;1.000;0;;;zeitPos=1|sortNr=3;60.8000;1.000;0;Fagus;;;;;
0;9438;9212;8;80.9000;1.000;0;0;01.08.2012;Konstruktions- und Technik-Spielwaren;;89.9000;1.000;0;;;zeitPos=1|sortNr=4;80.9000;1.000;0;Fagus;;;;;
0;9438;9213;1;50.9000;1.000;0;0;01.10.2011;Gesellschaftsspiele;601.033;60.0000;1.000;0;;;zeitPos=1|sortNr=5;50.9000;1.000;0;Haba;;;;;
0;9438;9213;2;76.0000;1.000;0;0;01.11.2012;Gesellschaftsspiele;601.032;53.0000;1.000;0;;;zeitPos=1|sortNr=12;76.0000;1.000;0;Ravensburger;;;;;
0;9438;9213;3;40.9000;1.000;0;0;01.07.2015;Gesellschaftsspiele;602.091;69.0000;1.000;0;;;zeitPos=1|sortNr=7;40.9000;1.000;0;Zoch;;;;;
0;9438;9213;6;40.9000;1.000;0;0;01.06.2012;Gesellschaftsspiele;600.033;60.0000;1.000;0;;;zeitPos=1|sortNr=8;40.9000;1.000;0;Kosmos;;;;;
0;9438;9213;7;45.9500;1.000;0;0;01.06.2016;Gesellschaftsspiele;600.113;45.9500;1.000;0;;;zeitPos=1|sortNr=6;45.9500;1.000;0;Monopoly Clasic;;;;;
0;9438;9214;8;70.8000;1.000;0;0;01.08.2015;Puppen und Plüsch;511.788;88.9000;1.000;0;;;zeitPos=1|sortNr=11;70.8000;1.000;0;Waldorf;;;;;
0;9438;9214;10;90.9000;1.000;0;0;01.06.2016;Puppen und Plüsch;517.359;79.9000;1.000;0;;;zeitPos=1|sortNr=9;90.9000;1.000;0;Carolle;;;;;
0;9438;9214;11;20.9000;1.000;0;0;01.05.2016;Puppen und Plüsch;517.128;20.9000;1.000;0;;;zeitPos=1|sortNr=10;20.9000;1.000;0;Corolle;;;;;
0;9438;9215;4;35.8000;1.000;0;0;01.08.2015;Andere Spielzeuge;623.168;38.0000;1.000;0;;;zeitPos=1|sortNr=16;35.8000;1.000;0;Penelope;;;;;
0;9438;9215;5;18.9500;1.000;0;0;01.08.2015;Andere Spielzeuge;622.010;25.0000;1.000;0;;;zeitPos=1|sortNr=13;18.9500;1.000;0;Ravensburger;;;;;
0;9438;9215;6;62.9000;1.000;0;0;01.06.2016;Andere Spielzeuge;440.487;62.9000;1.000;0;;;zeitPos=1|sortNr=18;62.9000;1.000;0;Playmobil;;;;;
0;9438;9215;7;22.9000;1.000;0;0;01.06.2016;Andere Spielzeuge;440.261;22.9000;1.000;0;;;zeitPos=1|sortNr=17;22.9000;1.000;0;Playmobil;;;;;
0;9438;9219;3;24.8000;1.000;0;0;01.08.2015;Spielwaren für Kleinkinder;419.269;27.0000;1.000;0;;;zeitPos=1|sortNr=14;24.8000;1.000;0;-;;;;;
0;9438;9219;4;30.9000;1.000;0;0;01.06.2016;Spielwaren für Kleinkinder;413.199;30.9000;1.000;0;;;zeitPos=1|sortNr=15;30.9000;1.000;0;NIC;;;;;
0;9439;11131;3;11.5000;1.000;0;0;01.02.2013;Sandwiches Schnellverpflegung;;11.5000;1.000;0;;;zeitPos=1|sortNr=5;11.5000;1.000;0;;;;;;
0;9439;11133;1;9.5000;1.000;0;0;01.05.2000;Andere Mahlzeiten Schnellverpflegung;;9.5000;1.000;0;;;zeitPos=1|sortNr=3;9.5000;1.000;0;;;;;;
0;9439;11133;3;9.5000;1.000;0;0;01.01.2006;Andere Mahlzeiten Schnellverpflegung;;8.0000;1.000;0;;;zeitPos=1|sortNr=2;9.5000;1.000;0;;;;;;
0;9439;11133;4;12.5000;1.000;0;0;01.01.2016;Andere Mahlzeiten Schnellverpflegung;;12.5000;1.000;0;;;zeitPos=1|sortNr=4;12.5000;1.000;0;;;;;;
0;9439;11134;1;5.5000;5.000;0;0;01.12.2010;Mineralwasser, Süssgetränke und Säfte Schnellverpflegung;;4.5000;5.000;0;;;zeitPos=1|sortNr=1;5.5000;5.000;0;;;;;;
0;9439;11146;1;6.0000;5.000;0;0;01.02.2016;Bier Schnellverpflegung;;6.0000;5.000;0;;;zeitPos=1|sortNr=6;6.0000;5.000;0;;;;;;
0;9442;3109;1;56.0000;1.000;0;0;01.11.2015;Slip, Damen;;71.0000;1.000;0;;;zeitPos=1|sortNr=1;56.0000;1.000;0;Mary-Jo 50413;Microfaser 100%;0;;;
0;9442;3109;2;35.9000;1.000;0;0;01.10.2008;Slip, Damen;;34.0000;1.000;0;;;zeitPos=1|sortNr=2;35.9000;1.000;0;Hanro;Baumwolle 100%;0;;;
0;9442;3110;1;110.0000;1.000;0;0;01.11.2015;Büstenhalter, Damen;;125.0000;1.000;0;;;zeitPos=1|sortNr=3;110.0000;1.000;0;Mary-Jo;Microfaser 100%;0;;;
0;9442;3110;4;140.0000;1.000;0;0;01.04.2015;Büstenhalter, Damen;;146.0000;1.000;0;;;zeitPos=1|sortNr=4;140.0000;1.000;0;Mary-Jo;Microfaser 100%;0;;;
0;9442;3111;3;53.9000;1.000;0;0;01.11.2015;Unterhemd, Baumwolle, Damen;;50.0000;1.000;0;;;zeitPos=1|sortNr=5;53.9000;1.000;0;Hanro;Baumwolle 100%;0;;;
0;9442;3111;4;50.9000;1.000;0;0;01.09.2011;Unterhemd, Baumwolle, Damen;;50.9000;1.000;0;;;zeitPos=1|sortNr=6;50.9000;1.000;0;Hanro;Baumwolle 100%;0;;;
0;9443;4012;2;14.0000;0.400;0;0;01.12.2010;Farben;;11.9000;0.400;0;;;zeitPos=1|sortNr=112;14.0000;0.400;0;;;;;;
0;9443;4012;3;14.0000;0.500;0;0;01.10.2010;Farben;;14.5000;0.500;0;;;zeitPos=1|sortNr=113;14.0000;0.500;0;;;;;;
0;9443;4012;4;8.5000;0.010;0;0;01.12.2013;Farben;;8.0000;0.012;0;;;zeitPos=1|sortNr=114;8.5000;0.010;0;;;;;;
0;9443;5121;1;230.0000;1.000;0;0;01.09.2012;Kaffeemaschine;;269.0000;1.000;0;;;zeitPos=1|sortNr=23;230.0000;1.000;0;König;Citiz;;;;
0;9443;5121;3;450.0000;1.000;0;0;01.09.2016;Kaffeemaschine;;470.0000;1.000;0;;;zeitPos=1|sortNr=25;450.0000;1.000;0;Gaggia;Classic sin035;;;;
0;9443;5121;6;130.9000;1.000;0;0;01.08.2016;Kaffeemaschine;;130.0000;1.000;0;;;zeitPos=1|sortNr=26;130.9000;1.000;0;König;club;;;;
0;9443;5121;7;700.0000;1.000;0;0;01.05.2016;Kaffeemaschine;;700.0000;1.000;0;;;zeitPos=1|sortNr=21;700.0000;1.000;0;De Longhi;Magnifica S;;;;
0;9443;5122;2;100.0000;1.000;0;0;01.11.2011;Mikrowelle;;140.0000;1.000;0;;;zeitPos=1|sortNr=46;100.0000;1.000;0;König;700;frei;;;
0;9443;5122;4;130.0000;1.000;0;0;01.03.2016;Mikrowelle;;130.0000;1.000;0;;;zeitPos=1|sortNr=45;130.0000;1.000;0;Panasonic;700;frei;;;
0;9443;5124;2;100.0000;1.000;0;0;01.10.2014;Tisch- und Raclettegrill;;100.0000;1.000;0;;;zeitPos=1|sortNr=28;100.0000;1.000;0;Stöckli;4;;;;
0;9443;5124;4;106.0000;1.000;0;0;01.03.2016;Tisch- und Raclettegrill;;106.0000;1.000;0;;;zeitPos=1|sortNr=27;106.0000;1.000;0;Stöckli;02. Okt;;;;
0;9443;5124;5;70.0000;1.000;0;0;01.04.2016;Tisch- und Raclettegrill;;70.0000;1.000;0;;;zeitPos=1|sortNr=29;70.0000;1.000;0;Stöckli;2;;;;
0;9443;5125;8;230.0000;1.000;0;0;01.08.2016;Dampfbügelstation;;230.0000;1.000;0;;;zeitPos=1|sortNr=19;230.0000;1.000;0;Philips;5;;;;
0;9443;5125;9;280.0000;1.000;0;0;01.09.2016;Dampfbügelstation;;280.0000;1.000;0;;;zeitPos=1|sortNr=18;280.0000;1.000;0;Tefal;6;;;;
0;9443;5127;4;90.0000;1.000;0;0;01.12.2015;Heizapparate;;90.0000;1.000;0;;;zeitPos=1|sortNr=39;90.0000;1.000;0;Stadler;2000;;;;
0;9443;5127;5;56.0000;1.000;0;0;01.11.2016;Heizapparate;;56.0000;1.000;0;;;zeitPos=1|sortNr=36;56.0000;1.000;0;Rotel;2000;;;;
0;9443;5129;2;120.0000;1.000;0;0;01.12.2015;Luftbefeuchter;;120.0000;1.000;0;;;zeitPos=1|sortNr=24;120.0000;1.000;0;Stadler;15;;;;
0;9443;5129;3;130.0000;1.000;0;0;01.03.2016;Luftbefeuchter;;130.0000;1.000;0;;;zeitPos=1|sortNr=22;130.0000;1.000;0;König;.;;;;
0;9443;5129;4;90.0000;1.000;0;0;01.11.2016;Luftbefeuchter;;86.0000;1.000;0;;;zeitPos=1|sortNr=11;90.0000;1.000;0;Solis;keine Angabe;;;;
0;9443;5131;4;300.0000;1.000;0;0;01.05.2016;Staubsauger;;360.0000;1.000;0;;;zeitPos=1|sortNr=17;300.0000;1.000;0;Electrolux;1800;mit;;;
0;9443;5131;6;290.0000;1.000;0;0;01.09.2016;Staubsauger;;350.0000;1.000;0;;;zeitPos=1|sortNr=15;290.0000;1.000;0;Miele;1100;mit;;;
0;9443;5131;9;400.0000;1.000;0;0;01.05.2016;Staubsauger;;400.0000;1.000;0;;;zeitPos=1|sortNr=16;400.0000;1.000;0;Dyson;NV;ohne;;;
0;9443;5131;10;250.0000;1.000;0;0;01.11.2016;Staubsauger;;250.0000;1.000;0;;;zeitPos=1|sortNr=14;250.0000;1.000;0;Miele;700;mit;;;
0;9443;5132;1;996.0000;1.000;0;0;01.12.2015;Multifunktions-Küchenmaschine;;996.0000;1.000;0;;;zeitPos=1|sortNr=38;996.0000;1.000;0;Kenwood;Teigmaschine;;;;
0;9443;5132;2;200.0000;1.000;0;0;01.03.2016;Multifunktions-Küchenmaschine;;170.0000;1.000;0;;;zeitPos=1|sortNr=20;200.0000;1.000;0;Magimix;Multifunktion;;;;
0;9443;5132;3;346.0000;1.000;0;0;01.03.2016;Multifunktions-Küchenmaschine;;346.0000;1.000;0;RR;;zeitPos=1|sortNr=40;346.0000;1.000;0;Turmix;Küchenmaschine;;;;
